,tempogram_y256,tempogram_z256,tempogram_y343,tempogram_x90,tempogram_y218,tempogram_y225,tempogram_x227,tempogram_y227,tempogram_x104,tempogram_z69,tempogram_y240,tempogram_x245,tempogram_z374,tempogram_y204,tempogram_x376,tempogram_y207,tempogram_y250,tempogram_y378,tempogram_x382,tempogram_z80,tempogram_z91,tempogram_z95,tempogram_y99,tempogram_x104,tempogram_z106,tempogram_y112,tempogram_x116,tempogram_y207,tempogram_y227,tempogram_z246,tempogram_z253,tempogram_y353,tempogram_y370,tempogram_z374
0,0.9672998660169188,0.9574746959520616,2.5395689772202744e-17,3.644720511741409e-18,-2.365061303295079e-17,9.794120362908371e-17,-3.9424487839559353e-17,2.85897267010694e-17,6.182979520932295e-17,-4.8794295411865525e-18,-2.7839291158567907e-17,6.681873490545746e-17,1.3031896281152068e-16,-1.2214275709292166e-16,7.989029648425615e-17,-1.9643994099300588e-17,-5.555665548140472e-17,1.2857108239214843e-16,9.028494804580976e-17,-1.997171417782169e-17,-5.14512674326804e-17,-4.560044441323987e-17,-1.214503621431516e-17,6.182979520932295e-17,9.994542699635899e-17,1.2322471201295592e-16,1.0011837557513139e-16,-1.9643994099300588e-17,2.85897267010694e-17,4.922341162979669e-17,5.827834533594907e-17,-4.917527641476006e-17,-6.135035873491843e-17,1.3031896281152068e-16
1,0.8841468193612335,0.882103828583566,2.2630669731159257e-17,1.270209770425136e-17,1.3812437955986948e-17,9.086014486982056e-17,-1.1701697176830826e-17,4.5072980360670476e-17,6.570032177312503e-17,2.9240273462475e-17,3.9512778471641776e-17,3.117556857500498e-17,1.0899377315773411e-16,-9.464394109365726e-17,5.1283624396215254e-17,-1.700911499151003e-18,-3.9599168660574525e-17,7.479747207068703e-17,7.713152848531581e-17,-3.984862577269869e-17,-5.061144250966588e-17,-3.5264574797068806e-17,-5.176190031169906e-18,6.570032177312503e-17,6.500302569209451e-17,7.951069526389434e-17,8.307683538940748e-17,-1.700911499151003e-18,4.5072980360670476e-17,7.025112434718892e-17,4.275118320951647e-17,-6.901380299488531e-17,-9.207028353570423e-17,1.0899377315773411e-16
2,0.6388574401578291,0.6254232196880195,4.584390450588239e-18,-2.3987629994818072e-17,-1.2017757919895079e-17,4.682771282394162e-17,-1.935151319789021e-17,2.3863534475359238e-17,3.3678116392755406e-17,-2.3734463819211938e-17,2.389701642794175e-18,4.8785792438060613e-17,9.120287747146436e-17,-6.65403269438374e-17,4.7883457091354004e-17,-2.3051046715068866e-17,-3.601859633642456e-17,5.343361059871887e-17,4.671119408343621e-17,-1.076373919494729e-17,-2.6282548821415226e-17,-3.413288875760214e-17,-3.0658480797584485e-17,3.3678116392755406e-17,4.465336960330259e-17,5.101912019808402e-17,4.45716716235054e-17,-2.3051046715068866e-17,2.3863534475359238e-17,5.068512470968463e-17,6.606532581936311e-17,-3.673850791923023e-17,-6.781393645955204e-17,9.120287747146436e-17
3,0.5138633137238315,0.4927505532795693,2.048462991777782e-17,-7.630547532703163e-18,-1.450244889646099e-17,6.357050730082851e-17,-1.8957698823587517e-17,2.592123015989958e-17,3.958089740477427e-17,-1.3158688146183748e-18,7.842337784069585e-18,9.532892308081056e-18,3.225646165121888e-17,-1.1311559619508373e-16,3.4795965021216216e-17,-3.972560843004668e-17,-3.710496572866435e-17,5.555819318796242e-17,9.318988211951902e-18,-2.217719905340104e-17,-1.5890035370019732e-17,-2.488212109251655e-17,-2.1806837089142696e-17,3.958089740477427e-17,6.750549359807705e-17,5.3399066063719136e-17,4.2158301765809647e-17,-3.972560843004668e-17,2.592123015989958e-17,2.68277914135056e-17,6.410878742119938e-17,-8.133387954883669e-18,-6.925156259228426e-17,3.225646165121888e-17
4,0.7667416415479141,0.763210532364904,2.2078297431928093e-17,4.599986931187993e-18,-1.2272270442243481e-17,5.1915763395126564e-17,-3.2595470013095977e-17,5.519621163774199e-18,3.445184546795767e-17,-1.2535717830704093e-17,-2.4905604147372106e-17,-3.138951262832015e-17,1.1344710127669296e-16,-6.486660910126803e-17,8.711292014823785e-17,-5.175299373273371e-17,-5.1023976516913017e-17,8.048624992710099e-17,1.1532380367867218e-16,4.6924236094612074e-18,8.035006996045766e-18,-3.5103170368295776e-17,-1.9463452499716957e-17,3.445184546795767e-17,2.857533471679034e-17,8.348267023877051e-17,5.1073144919462187e-17,-5.175299373273371e-17,5.519621163774199e-18,1.1999396099381845e-17,1.1941571310795766e-17,1.844420204053055e-17,-4.256831390161272e-17,1.1344710127669296e-16
5,0.5761793977707769,0.5718916278671954,6.070821841181512e-18,1.0607015376845589e-17,1.697458805963602e-17,3.4337501499822185e-17,-2.669986932558645e-17,1.2730658932738237e-17,3.063730401954891e-17,-3.4004139927978337e-18,5.90453394015213e-18,1.0578588888169273e-17,4.5287247059341535e-17,-4.618059953841887e-17,5.606106791206933e-17,-2.9760315313424256e-17,-2.616802361011129e-17,5.593303852517108e-17,6.021612785723637e-17,3.744218158778485e-18,-6.086167863180742e-18,-4.72587773082126e-18,-3.545476928811734e-18,3.063730401954891e-17,7.799754151845412e-17,9.488391674141159e-17,7.75799420819435e-17,-2.9760315313424256e-17,1.2730658932738237e-17,2.1657356157690857e-17,3.6079667557740603e-17,-4.882216410534561e-17,-5.1228337151027706e-17,4.5287247059341535e-17
6,0.8302123851570786,0.8381102463191183,6.126276277936018e-18,-1.135405136847879e-19,7.497224634597446e-18,7.424957748194802e-17,2.6375573380572478e-18,7.443571283935184e-17,8.367833882254365e-17,6.5652617309872695e-18,4.47320029690334e-17,4.175470703739253e-17,1.1526571441241168e-16,-1.2780376093689935e-16,7.90669773438544e-17,-3.432487365391208e-17,-4.093633445768911e-17,8.763077294116494e-17,7.702358539168834e-17,3.3074570602879136e-17,-8.644894517923446e-18,-1.683126782291793e-17,-9.732360119375973e-18,8.367833882254365e-17,6.632650760027493e-17,1.0585778516354541e-16,6.559648920292837e-17,-3.432487365391208e-17,7.443571283935184e-17,7.365262439806358e-17,8.298179260473199e-17,-4.250763813081616e-17,-7.149841280552166e-17,1.1526571441241168e-16
7,0.7475274416895809,0.7431576424286845,2.131159891623316e-18,-1.135267217741375e-17,-3.0989527040317463e-18,5.57039644420798e-17,-2.340180168447955e-17,1.519352186795461e-17,3.9729347572713495e-17,1.3714018201471649e-17,-1.5304471606313594e-18,1.0215870573791538e-17,8.085285658501504e-17,-8.151322950534688e-17,4.618415019633336e-17,-1.4759370070448245e-18,-6.431306560082051e-17,1.0532768659013432e-16,5.049682257995437e-17,-1.1111642234739597e-17,-8.892401574035128e-18,-1.7559112982576678e-17,-3.073357424690362e-17,3.9729347572713495e-17,3.426346548774924e-17,4.838742154566268e-17,3.4863788860788904e-17,-1.4759370070448245e-18,1.519352186795461e-17,3.263263237778007e-17,3.676006306140909e-17,-1.817169924652049e-17,-9.146894156186951e-17,8.085285658501504e-17
8,0.6825667204959056,0.6849053554387701,1.4324900333770078e-17,-4.707705993811625e-18,-1.1496894179971429e-17,4.3086887865653504e-17,-4.077927013743752e-17,1.6929987962084752e-17,4.7802494707003146e-17,-1.7039849042077628e-17,8.070109210494433e-18,2.760751535455066e-17,9.164394348028423e-17,-8.759556449665226e-17,6.376446193573791e-17,-9.151939417919616e-18,-3.755442934987479e-17,7.000493532759971e-17,7.565374720507496e-17,-7.645247013912669e-19,-2.493382315310356e-17,-3.36357814830648e-17,-1.3912340795104118e-17,4.7802494707003146e-17,4.9095296658428384e-17,7.692596482966692e-17,8.651021185903121e-17,-9.151939417919616e-18,1.6929987962084752e-17,3.0206603195733414e-17,3.157539646509568e-17,-1.7502980243213706e-17,-5.5402160352603473e-17,9.164394348028423e-17
9,0.7170042804051273,0.6955268558937607,4.709517581521872e-18,2.821222237779989e-17,1.55390072077362e-17,6.15432880935745e-17,-1.0896401883367224e-17,3.2628223556313335e-17,7.903308836787336e-17,1.1902627731122364e-17,-7.911346475409184e-19,2.410179109534709e-17,1.0251440712912419e-16,-1.0548466886414711e-16,7.404142159139183e-17,-1.905465299068648e-17,-3.7822503178899467e-17,6.231796603861456e-17,9.281920778791581e-17,1.2754077482364193e-17,-7.319504980742185e-18,-1.1328329165646108e-17,-3.6466367711420724e-17,7.903308836787336e-17,3.9636553734623985e-17,8.949761807600503e-17,4.4197259293212605e-17,-1.905465299068648e-17,3.2628223556313335e-17,1.855052549269295e-17,4.4656117390674255e-17,-3.59275183651734e-17,-8.442569336473728e-17,1.0251440712912419e-16
