,tempogram_x256,tempogram_y256,tempogram_z320,tempogram_y320,tempogram_x320,tempogram_z319,tempogram_y318,tempogram_z318,tempogram_x319,tempogram_y319,tempogram_z255
92,0.5870723051011,0.5789166591148514,2.1496252287712073e-09,2.2327370215135272e-08,9.888791345544487e-08,2.962024572895366e-07,4.633747390774304e-06,2.69928776914864e-06,1.4554193942394388e-06,7.070663422716935e-07,0.6933994517487152
93,0.4186345440652626,0.3671636433344813,1.853036573876756e-09,1.939078308490284e-08,8.678167235947725e-08,2.6228590607992066e-07,4.157254059496729e-06,2.421252043515403e-06,1.3028974479128932e-06,6.303076046511461e-07,0.6000503001947356
94,0.5796577639168722,0.5696460168838181,2.051321764505889e-09,2.130861534687881e-08,9.454499487802806e-08,2.845216000828832e-07,4.572854186989884e-06,2.647841948416656e-06,1.4178514128848967e-06,6.837800083068107e-07,0.667707517688875
95,0.5333628385188858,0.5125114043009279,2.003207465817411e-09,2.0812457376682435e-08,9.2365995389577e-08,2.779510779211287e-07,4.450068487088325e-06,2.57999898655624e-06,1.3830755646148498e-06,6.676147135593284e-07,0.6343833103336506
96,0.627384972209753,0.602663754047453,2.0540059326502353e-09,2.1505626984571567e-08,9.635772486611976e-08,2.918518439050771e-07,4.708745003980202e-06,2.727202509842581e-06,1.4602719572427923e-06,7.035388086566751e-07,0.7369392518341683
97,0.5033447228881743,0.4563975808330513,1.9590615940614348e-09,2.0447259954374763e-08,9.128604674858172e-08,2.7586676249213975e-07,4.4179261329717255e-06,2.5649134530453656e-06,1.376045010742991e-06,6.639939166635577e-07,0.6354330492545807
98,0.5769398037544424,0.571153220253727,2.1642548730648243e-09,2.2408179394190408e-08,9.885507799062945e-08,2.9530900379444453e-07,4.606331001051814e-06,2.683776352480137e-06,1.447608674819277e-06,7.038375723607198e-07,0.6718693075255766
99,0.7115679136614765,0.7039073352304501,2.0008064455978254e-09,2.0915742549115952e-08,9.347260801998229e-08,2.8235173249142164e-07,4.541455422779719e-06,2.628832161572645e-06,1.408009202178668e-06,6.791960128927473e-07,0.7945256698692709
100,0.747587277999417,0.7475754983594028,1.924246066610033e-09,2.0137667908356374e-08,9.018064847447961e-08,2.7325666798389535e-07,4.481944239634219e-06,2.581339390559188e-06,1.3753748996128826e-06,6.601302380233752e-07,0.8162578594520905
101,0.5792250905125758,0.5515591874538753,2.084936755295641e-09,2.1787938294791377e-08,9.734680905677147e-08,2.939788830394862e-07,4.686878417205392e-06,2.7225071819721e-06,1.4621601876210664e-06,7.065773922689706e-07,0.70141091210325
102,0.4135440276463097,0.3792191056596719,1.987762366133144e-09,2.077570015921348e-08,9.272899325295605e-08,2.790867587734264e-07,4.347529062330717e-06,2.5409972911094937e-06,1.3730803113932336e-06,6.674183766976366e-07,0.6056871824682329
103,0.5725241074654425,0.5577079748511772,2.140001243992203e-09,2.222427137203539e-08,9.845513444667389e-08,2.951651606621174e-07,4.63460496933369e-06,2.698053304590833e-06,1.4534790355574629e-06,7.053728021181143e-07,0.6779473555351371
104,0.6358124542556302,0.6088922191224058,2.0434250657971722e-09,2.143352243598916e-08,9.625140024423825e-08,2.919896831425016e-07,4.717865956358474e-06,2.732431045202579e-06,1.462865483630238e-06,7.045000975347916e-07,0.7492110584939318
105,0.4717883217449258,0.4196523214765335,1.952215645309635e-09,2.042628875396105e-08,9.142941027490312e-08,2.764937658387459e-07,4.3990184499200455e-06,2.5589904913172747e-06,1.3755792552394764e-06,6.649016633816578e-07,0.6330287382579081
