,tempogram_x9,tempogram_x1,tempogram_x4,tempogram_x5,tempogram_x6,tempogram_x7,tempogram_x8,tempogram_x9,tempogram_x11
0,0.4425564656598547,0.6808872309004849,0.4673027695594087,0.4625598167880227,0.457587554845677,0.4525952701076852,0.4475844218548903,0.4425564656598547,0.4324550299290131
1,0.4965129359538153,0.6855600346265498,0.5342724183752894,0.5193188853588162,0.5136471792985817,0.5079545173902905,0.5022425533344758,0.4965129359538153,0.4850073084372313
2,0.5793949236873189,0.72371120529844,0.6156445821138635,0.6066093802419102,0.5998367364141652,0.5930421422595594,0.5862275546780776,0.5793949236873189,0.5656832928045366
3,0.3761446918093357,0.6135977019148754,0.4119961535269407,0.3929131281716376,0.3887467583376529,0.3845624096864801,0.3803613118608925,0.3761446918093357,0.3676697765911531
4,0.5881334746400063,0.7437735878691506,0.6171625720595565,0.6156495684633548,0.608802685252524,0.6019330552252596,0.5950426600526586,0.5881334746400063,0.574266594495301
5,0.4376772247200604,0.6256379724498076,0.4648969447368715,0.4575989266856178,0.4526458735802725,0.4476736066579883,0.4426835752447127,0.4376772247200604,0.4276213248887431
6,0.6288831873416437,0.746592741644551,0.6604671142886377,0.6587951618908465,0.6513484397848345,0.6438794440969534,0.6363903157207029,0.6288831873416437,0.6138234155539523
7,0.6568791740925303,0.7815553049595955,0.6987305689455802,0.6880738279896186,0.6803081725172094,0.6725190235701217,0.6647086154751478,0.6568791740925303,0.6411720476405853
8,0.6336087201632457,0.7563037198507163,0.657321049693338,0.6637121353996563,0.6562179992619797,0.6487012823843037,0.6411641402560074,0.6336087201632457,0.618451589455546
9,0.4966633469184744,0.6738890353328205,0.5154193052805955,0.5196342514297668,0.5139202935717605,0.5081860503501607,0.5024331828404747,0.4966633469184744,0.4850793636501345
10,0.59937001948945,0.7655972406375047,0.636964954453272,0.6274124338283578,0.6204345912702091,0.6134335627394435,0.6064113678917614,0.59937001948945,0.5852378741275106
11,0.4622902513971054,0.6815426239775402,0.5221065797813931,0.483189571779301,0.4779946039512858,0.4727787120046697,0.4675434208176814,0.4622902513971054,0.4517363391155651
12,0.3881564254109605,0.6274460252307829,0.4066239343034949,0.4055557092290145,0.4012318403320213,0.3968898218075049,0.3925309267821447,0.3881564254109605,0.3793656665401538
13,0.6823570762113186,0.7893544546652055,0.7061497148136948,0.7151208797050177,0.7069619275172766,0.6987800865148261,0.6905776936125635,0.6823570762113186,0.6658704248013795
14,0.4796637715980905,0.6614753042575097,0.4962836096599057,0.501761595530389,0.4962654665508895,0.4907493868592546,0.4852149567327716,0.4796637715980905,0.4685174901972306
15,0.5460463633816958,0.7076426124672879,0.5707986791141697,0.5714743858416177,0.5651479471093483,0.5587999086011746,0.5524321046112555,0.5460463633816958,0.5332283478421721
16,0.6521577918094911,0.790429652208562,0.6865627885163671,0.6830542158377056,0.6753633424154059,0.6676488387182941,0.6599129196388845,0.6521577918094911,0.6365986902368628
17,0.5584381837055754,0.702697388347731,0.5758999750148383,0.5846307339711959,0.5781126624938249,0.5715732918921259,0.5650145064047085,0.5584381837055754,0.5452404003725969
18,0.5237065702518614,0.7096753351937793,0.5558019843844069,0.5478412760184135,0.541838522793293,0.5358139896558355,0.5297694245828967,0.5237065702518614,0.5115329341389286
19,0.5593764100730391,0.7216721688892517,0.5814766946950519,0.5855225547554285,0.5790167141465141,0.5724891552830772,0.5659417615836916,0.5593764100730391,0.5461993055726836
20,0.4971379243912457,0.6970881071255769,0.5323946516781519,0.5199065387136905,0.5142446262212274,0.5085614518854523,0.5028586685710349,0.4971379243912457,0.4856491184485383
21,0.6709105871202602,0.7884752626730834,0.7348253874547019,0.7027754104531567,0.6948429276058118,0.6868864425154446,0.6789082377221525,0.6709105871202602,0.6548659958007014
22,0.5943637154200383,0.7451530559952022,0.6272579981217944,0.622265567158848,0.6153219862778015,0.6083558139553579,0.6013690570563618,0.5943637154200383,0.5803052377210012
23,0.5644173506925798,0.7339412139023943,0.583347356207412,0.5907399242038652,0.5841906350787254,0.5776191789678735,0.5710274536801211,0.5644173506925798,0.5511495416591543
24,0.5582925833325937,0.70769370148385,0.5983441792815231,0.5844033964779386,0.577906241812657,0.5713874687712143,0.5648489578991546,0.5582925833325937,0.5451337034457325
25,0.3385042862454033,0.617037028581556,0.3949323215233281,0.3532663761624438,0.3496011078356988,0.3459182756950669,0.3422189717508378,0.3385042862454033,0.3310331202163464
