,C_z,C♯_z,D_z,D♯_z,E_z,F_z,F♯_z,G_z,G♯_z,A_z,A♯_z,B_z
30,0.8500095067912614,0.9077759832243714,0.8117961453109784,0.7167373984805178,0.6283008729188234,0.5079933407894884,0.5195983659420192,0.5517868698137706,0.5531078143750765,0.6830629618070101,0.8545078088344584,0.9855237839109957
31,0.8328858525033214,0.8469635036530971,0.9113146372550549,0.7096782505359802,0.6648406023290512,0.5815896651079565,0.5474019266795851,0.5654634037015414,0.5996027233635205,0.6941407245142082,0.8905042334074759,1.0
32,0.9266924882841621,0.8966877824417265,0.7938116961827011,0.700308684282884,0.6412214164947347,0.5853513376930751,0.598264749390397,0.6123772831702938,0.6062801770012566,0.7491221901917592,0.8249893321250683,0.9891541284942127
33,0.840884836345825,0.9332014829841585,0.8875026119239343,0.765894795855299,0.6325416228336564,0.5809142531774604,0.5668254798986638,0.5091202541417029,0.5260694926011693,0.7286726823674771,0.9095443810614525,0.9981580336433606
34,0.8625714432969575,0.9006942501652354,0.7859930555437363,0.685227099483165,0.6198429692326303,0.571152519894757,0.559193591758157,0.602937050132606,0.6594077381252493,0.7062105727892632,0.8653615169630821,0.9817127403376947
35,0.9331102428657694,0.8629292735166212,0.7890235637715252,0.7059565932039734,0.6243990687097984,0.5362528343365764,0.5892866019742552,0.5937263209096686,0.6183424385585843,0.7065035469533113,0.8752335519411795,0.964990348224569
36,0.8814272353886894,0.9459111065568795,0.9383871050056255,0.7432849376389356,0.6508986582477866,0.6033073163427783,0.6067217863336271,0.5397672539604641,0.6363307425175619,0.7414982578398766,0.8753563102880557,0.9319374281100529
37,0.8985897092604542,0.7905346273147806,0.7407215295602455,0.7200582547369305,0.5845901347327793,0.550451774681418,0.5392040075229397,0.5505446616395374,0.5889399910670113,0.70895024448359,0.8444354777202078,0.9984224695930438
38,0.768911575942301,0.8672590935138506,0.7223500996070364,0.6473506209529277,0.6029294223750915,0.533128524943914,0.5365045615989474,0.47876367944262593,0.5250198015438686,0.6381796798218848,0.8038656123267357,1.0
39,0.8481815091819601,0.8311843010042713,0.7866762820398642,0.7145303726375379,0.6696201627374835,0.5605095375237643,0.5279378423477138,0.45793374223384636,0.5553944329192905,0.6966706351856526,0.9323544106806002,0.982791450636593
40,0.8214532985206752,0.8884747248172244,0.7506851725902189,0.6659803590858738,0.5996925968623982,0.5522742022693007,0.521875860017939,0.510309138323517,0.6102848991724062,0.6532498534644154,0.8467611187218372,0.9548972314150208
41,0.7797277567068023,0.9697347071735934,0.8806194645991293,0.7869717334439859,0.7334541064697224,0.6323315811264524,0.5865001158238928,0.6136541450220339,0.5863670706828555,0.6674466655198229,0.8180227978332191,0.9944437888360612
42,0.45044248614048765,0.4112986308469373,0.4806692321718731,0.5271945454460276,0.5165030997601088,0.5444547077992391,0.5874407308696189,0.5904795253096977,0.6602613966295315,0.8759003970581186,0.7978039308370789,0.7684984917883736
43,0.4719815650254338,0.3835485350040407,0.4240090382638107,0.6336916408150473,0.8356381422125735,0.7901896886230403,0.6955081366309904,0.707722161949464,0.7027319717114316,0.7080885658864217,0.6596918217179618,0.7509975484204351
44,0.6152897187078675,0.5242731985135202,0.485430565451147,0.47546949860750987,0.5377078283214943,0.5567149081201934,0.6093481328072665,0.5813312509980312,0.7287679055906225,0.7838950173650666,0.885823223682098,0.9556168610187727
45,0.6125205347274936,0.5285770678089785,0.5485626751161178,0.6322115242920462,0.6054900447153266,0.5751353762907323,0.6300202733955655,0.6771545378249758,0.7845919936901788,0.7702397193254913,0.9180236684321891,0.9428942600094111
46,0.5828966453299725,0.49973145745769765,0.5064549528210083,0.5368183146679932,0.605944714338784,0.5856804239815073,0.6227503848785542,0.6132945418290944,0.7643131151023033,0.7761145777784705,0.9376363533235169,0.9642082192672672
47,0.6385088141958677,0.5622362234111375,0.5510638649916901,0.5750252741159056,0.5766997178266488,0.5352421961668893,0.6052806110823213,0.6608320959026099,0.7421073084544578,0.8073649371181361,0.9719592820183269,0.9370900059500382
48,0.6280234019025912,0.4597592411487041,0.5033296449799608,0.5080362170876579,0.5574468854439413,0.5898333243289415,0.6151464839050915,0.6242734674276521,0.6860744033427507,0.7504820007693351,0.8706032382349255,1.0
49,0.6237829265712832,0.5087487906180596,0.5339302660883488,0.5436577706776907,0.49022788821578106,0.4979074177981408,0.6286664710507925,0.6903388933769866,0.7418815514026847,0.8640753417192563,0.9759479458239789,0.9503083344518591
50,0.7020568991304256,0.6470412103675108,0.5744585502733756,0.6491409153341958,0.7228912505332237,0.6837796196421188,0.7823891888725066,0.7522558885862995,0.8612939060509408,0.8532149201574469,0.9351172297789875,0.9609166377072196
51,0.5373002894294938,0.3966770695327988,0.4592105930523445,0.45008533317578575,0.4579118314918352,0.539170836116639,0.6364270059143607,0.6792440423534929,0.7886719415056701,0.9253768484774967,0.9466618251351381,0.8926780743663926
52,0.581975754047023,0.44468622624800697,0.5444969217551067,0.604831412432924,0.5198762155447499,0.5131031833239533,0.6264656406106808,0.6809104941252636,0.7154865215323953,0.855285860713371,0.98479728606852,0.860957222372232
53,0.6428613739524784,0.5489865249727989,0.5629830972049078,0.581512579044107,0.5406408232356551,0.5171517693599678,0.6373239695074767,0.7654234133263431,0.8364350096854705,0.8959215878752355,0.9022397945703707,0.9489277949092569
54,0.5914463527614999,0.4275835682481897,0.5055956642824841,0.5317680314632535,0.630446247226526,0.6030340295306289,0.635592780961243,0.7265461855982505,0.8160170157849965,0.8327978093402502,0.9143532857288642,0.971965033616122
55,0.7352134580030728,0.5975300806820759,0.5538409041697472,0.6500673012955153,0.7157703893165747,0.6532726992104613,0.709565968881862,0.7910868225611436,0.8755291000197122,0.8807639561900665,0.9793637790675579,0.9394961828353754
56,0.5953491892422323,0.5032386915953523,0.5912995020366089,0.6142405012340967,0.61817290336808,0.6831761448225202,0.7273533449411712,0.683826220687136,0.7433675561971919,0.8579043082344494,0.9457525359555093,0.9371792821895625
57,0.5942745881457078,0.5368781591325957,0.5436393636643049,0.5767094274972154,0.5300274854230753,0.5966241634219659,0.5990513182061323,0.5893231398806962,0.7185588273965687,0.9158124918072866,0.9505308738689986,0.8898459386402222
58,0.5693455981234026,0.4712766626277554,0.44731808460879513,0.44029005632704205,0.5561658537526142,0.5564797378228493,0.49973214855905906,0.6048557384859868,0.6880309005196373,0.6627678679862711,0.8731176776032595,1.0
59,0.5497086056809178,0.49010012911397843,0.5614492683808535,0.4920126371516738,0.5106716699684267,0.5191164312483308,0.5881699607633052,0.7174919393361224,0.7677991870594397,0.8033178764211856,0.9504514348951701,0.8778967112163301
60,0.6256904873925487,0.5316740476507565,0.5396471695253072,0.4806696229105709,0.4972029146508679,0.6159529277149618,0.6250896143542103,0.6436581736109965,0.7540621005166962,0.8135257492648881,0.9322356007509454,0.9406785829239886
61,0.5697653854983534,0.4642935793415864,0.5068664627213432,0.5632394601985539,0.5674595199439695,0.5800304825906696,0.6065466719971376,0.6294149939363514,0.7652317851546783,0.8391158917237923,0.9687250900969596,0.9556655867872118
62,0.6233203815428369,0.5195851896894147,0.5428767066782156,0.618420557859041,0.7363567332238303,0.7225591112716955,0.7256447728827471,0.7903262741045967,0.9508082472288888,0.8534764933644596,0.877702643608604,0.9399990680327054
63,0.5735815287895168,0.41529817144486936,0.4988032009466707,0.5357689306155476,0.6104894739292964,0.5812020655322049,0.6301577239146191,0.6558922612138608,0.7045334826580735,0.8578543500354763,0.954517537463439,0.9459959409308802
64,0.632751288483457,0.4500929807249292,0.5472302883868875,0.54470261589285,0.5125028275495361,0.4934949615215241,0.5968157767361516,0.6464985006448736,0.7344902840175912,0.8303936297094087,0.9734928111056497,0.918335498598306
65,0.6696686871350582,0.61866430389055,0.618752706949406,0.5655220776412768,0.6091747261542525,0.645845400859942,0.6760834767746763,0.6937740291300791,0.7305712099368376,0.9374603014743021,0.9548540859575909,0.8901367785528769
66,0.5967585487373309,0.47611175081993595,0.5366362347711594,0.5390507883034991,0.5631980492168168,0.4988251256007858,0.6073369005871809,0.6464491672977956,0.7748539812923686,0.8162811412278071,0.9069608334940525,0.9636733888109226
67,0.6193307417410671,0.5008547658382496,0.5272408224870345,0.5336460084496822,0.6571966907851511,0.7325710306034706,0.6178172391842495,0.5840125881823995,0.7281561242767928,0.8144252100690532,0.8736144878939909,0.9863592553328994
68,0.6424073597739685,0.579967326382737,0.5993423552259834,0.654238249043356,0.7299231926212207,0.6092828240525167,0.6339741710070569,0.5761784756743075,0.7880226796274775,0.88720586494558,0.879010302681944,0.9707767810458804
69,0.6670461436586543,0.5324192355777374,0.4966731738991595,0.5174644685937129,0.5541441532875171,0.5773586615202464,0.6779062059957813,0.6784559156788478,0.7769558330005878,0.755218187767935,0.9004519498008837,0.9834691307622366
70,0.5924594786436458,0.4521596002862213,0.4566743539349371,0.5404591453056241,0.5995598423440698,0.5930657204756381,0.5789075488838565,0.6179046940190237,0.7341120833954725,0.8039322303279199,0.9388418186190722,0.992827293059512
71,0.7146916656189193,0.5626685305956911,0.5744860060376838,0.5696314311579441,0.6523325921460098,0.6853426235055831,0.7539943832743523,0.7369985664991643,0.765876478214448,0.8904671799172347,0.9532966999499183,0.9577508946327917
72,0.6249029759160505,0.5104482583197903,0.55946549412365,0.5679373459998464,0.5455729498878159,0.6283550368933194,0.6831471971134148,0.7412425355661879,0.7465980664557819,0.7998920002807903,0.9575927359183676,0.9734477767800658
73,0.6089227343938062,0.5299373047820977,0.5406032710962473,0.6698497131523511,0.6476027766875544,0.5807291774263309,0.5808037730872398,0.6957854008581134,0.7787675292939423,0.787944511810896,0.9919466311470923,0.9144694014220859
74,0.6805522335173292,0.6248173584790434,0.6045369005640507,0.5132480502883513,0.567934282793212,0.6166421905284386,0.7468361354291568,0.751634339632079,0.7858810713516226,0.9472459995012361,0.9318450463260984,0.8898374767499201
75,0.6229482769495716,0.5115738163847953,0.564102111089168,0.5944458144110493,0.7095388532866197,0.5932357522519421,0.5825916250665749,0.6316467455051377,0.7202196906857083,0.7863069867363569,0.8222305075223256,0.9669893208865479
76,0.5992815024698362,0.42890770745311574,0.5354524851273726,0.5095021017405116,0.5370545634435787,0.5773953529348373,0.6256167750965014,0.6686524717262435,0.7594799314064508,0.8408043977474681,0.8634977793676711,0.9771171117850979
77,0.6520505587588237,0.48038216789431987,0.4682161086084595,0.5329359757790134,0.5086840870539906,0.534381324100768,0.6035197858250615,0.6823797602945421,0.7506137470649615,0.776295402320085,0.8596232375216374,0.9987941698272805
78,0.5355856930908628,0.4738526414338595,0.4590074832133723,0.5247625898837581,0.5226736219846709,0.5650659276317059,0.6805658858497564,0.6137290887437347,0.6551469128047339,0.7483106797581139,0.8639886669376241,1.0
79,0.5856645334136079,0.45631502203764224,0.49476904422712004,0.533759527420682,0.5639945186159067,0.6284892328723845,0.6799680501806775,0.7096694098768292,0.6995127406504084,0.8019657090144937,0.9356764390243372,0.9309925414441715
80,0.6624544128969462,0.5314900453946112,0.6335899328617676,0.6081110435549216,0.560175371408237,0.5867110894379669,0.6559725459537139,0.6910687181660881,0.8472740595394459,0.899754516391687,0.918231972501763,0.9137165887807245
81,0.5444024768974671,0.47695543840171545,0.6177700348632537,0.5129538585203497,0.5191219947892538,0.62757878701246,0.7452241248222801,0.761316294592652,0.8390608280757909,0.8637692700963941,0.8835063610139718,0.9943339507615737
82,0.5371378256017597,0.44458108102841054,0.4831029126219332,0.5203871093221317,0.6438129791199477,0.656218272425852,0.6653387139314818,0.8493691528737403,0.8884840259997923,0.893440256917961,0.9244430499208695,0.881937829366865
83,0.6369086421415439,0.4693778773459428,0.4858100010819353,0.49476657140328983,0.632632345567748,0.6771467827910992,0.7702961638798715,0.70248595614805,0.7759439640241509,0.805629148431319,0.8739767780385264,0.9490748864975722
84,0.5844998991046149,0.4504682862364338,0.47828908584247154,0.42385194384167196,0.48265160892865566,0.4631476672298181,0.5144875276046009,0.5966015729232873,0.7340236185676908,0.8519411021014922,0.8290076595573624,0.9236937209372534
85,0.6281688304213392,0.4878741876045414,0.53028494111582,0.5298125301795218,0.5979659652058931,0.6124197910671625,0.5498058855400011,0.7506506253886842,0.8469054684523162,0.843432629119892,0.8327244671244424,0.979498293249765
86,0.6534606610213287,0.5178571028186204,0.52784291057555,0.6367174441564264,0.6213895571618692,0.5698173703445285,0.5859454514502013,0.6142522298663565,0.8613535388755457,0.908542979861721,0.8966741318858346,0.9956587034990697
87,0.6097070083829208,0.4182458200028513,0.5285553111718015,0.496380442902141,0.5382087461221099,0.6113679662424475,0.7004666588190358,0.6616365942733798,0.7057711188958179,0.746224256131565,0.8459341596223536,0.9871393162674704
88,0.6270150482075517,0.44016225419148086,0.47290949522628595,0.5429977909229718,0.6041504394599261,0.662300058120079,0.6472520900190549,0.6045962960087523,0.6480210225693894,0.7210337057360051,0.8645819052259647,0.9937293720815527
89,0.6402224382625102,0.43938354090963494,0.48501991259362875,0.5651806519228862,0.5592396076312575,0.6059830544413084,0.5704011673684447,0.5652600167268371,0.6955739901059578,0.8620247966942626,0.9111890415593423,0.9931026170988956
90,0.7260762749953905,0.5539240319333042,0.4807484312656631,0.523825122684306,0.5703017121858583,0.6142887811576964,0.6401666785786695,0.6889069727096803,0.7345389015400129,0.8238723246241507,0.8979344845135163,0.9958733570008801
91,0.5728538980721822,0.4769846819415269,0.6151349633947562,0.5592109955082708,0.49714976006929473,0.5437865291779946,0.6527566517186981,0.6766791866358713,0.6613657077479543,0.8058580530674005,0.8738624467733537,0.9972950782373249
92,0.6112342554668594,0.45765997088759924,0.49529027070586357,0.5350262095660732,0.600187335546685,0.6530022310689826,0.722758060883545,0.7519105144813064,0.7163805702002942,0.9020089644388483,0.9669780008801204,0.9388078111997951
93,0.5841531016738225,0.4638546298924999,0.46292513505741856,0.5080982806629382,0.6082274498270478,0.5616631233645033,0.6843652113604081,0.7335723061686578,0.7687223867019446,0.867670096818459,0.9594727321525153,0.8905084471983639
94,0.5093768033091518,0.5051291939577526,0.7237774766716232,0.7581584621204726,0.6636265153343905,0.6471895974475498,0.6880738727126955,0.7941544438041274,0.8298250766556815,0.7411401702069039,0.7130232566177761,0.7764914937454175
95,0.6011640905940804,0.5578895715521968,0.5949341867829218,0.6604539491526217,0.6760733345805218,0.6696497024164326,0.7474329973292239,0.8117732932980696,0.8734074836789129,0.84582685502161,0.9122105629465981,0.9279330778511142
96,0.4905761611523985,0.5731743809355331,0.7829311675492261,0.5080582954783018,0.5707086402823108,0.7612299488864237,0.8830595087232944,0.5688709022263677,0.6224280329728863,0.5646630563918122,0.4386339782765924,0.6375273784822294
97,0.5690544434475643,0.7296809054361092,0.6888409037249006,0.680158533178176,0.71681378130579,0.8084027409932979,0.8049990559388952,0.5745843321936402,0.5146766631926073,0.5007330419956715,0.5519736196255958,0.501395555935991
98,0.793249172197163,0.6347689058947016,0.5927171853299832,0.689963978891423,0.7261708263015246,0.5838419178159809,0.8010837398136115,0.8308958239268748,0.6942976701432881,0.6073394495418278,0.6800597221030172,0.769362055783684
99,0.5591409890948132,0.46052760163741957,0.5326940124356667,0.5303078158288179,0.5254806462017858,0.6106805414048089,0.6881006451770205,0.6734948770500938,0.7828065688654577,0.8968879737946392,0.896073587335774,0.9576983407492438
100,0.5392238205773855,0.41804921443406645,0.48462079711412165,0.43877216415729076,0.5104316312841493,0.6335701182013648,0.6502879510081773,0.6561548026935161,0.6710518389830469,0.7729053230188506,0.8837874274336525,0.9643830392143539
101,0.527889445972599,0.402307073999987,0.46842453353896185,0.4883174291098358,0.49127936614683865,0.48844928092144974,0.557543477685768,0.6737532221229833,0.7348014420929646,0.6868738267744074,0.8806996248112119,0.9529676957498466
102,0.5675993136758631,0.44130565930967797,0.45774683064952054,0.53808030197434,0.6251520186921778,0.5996141779478709,0.6392677835373987,0.7111369723105282,0.7615536289109414,0.7930949357279985,0.9659357148168121,0.931508303173661
103,0.5573906536092598,0.44481746622691515,0.4662774382905244,0.4798684669047306,0.4979744865649562,0.535982234152199,0.5744588305594804,0.6090664435034993,0.670944632699597,0.792938451289868,0.920307688224307,0.9966744821924963
104,0.5813079003035504,0.4980502398363682,0.5077964210097097,0.5453250548114383,0.6437761075365364,0.6810367807936556,0.7382428886786694,0.7058976038806275,0.7805126200651519,0.8429216959401856,0.8621073060239922,0.9180179838790776
105,0.6051899601731717,0.4608168747611637,0.5291194057885439,0.4982104376679643,0.5896620547939359,0.6117522981729743,0.7292389474593016,0.7890123851852309,0.8196332754261065,0.8622296851638144,0.9435392350742421,0.9314470798948641
106,0.5359915183637601,0.36816455007598864,0.44599427129029623,0.5651603529202321,0.5193280995485151,0.5762397195685799,0.6516407253687463,0.7432983287460783,0.7831077345903945,0.8246576895275005,1.0,0.8865975874054243
107,0.5146065307035886,0.47553184436624235,0.4968112918028585,0.5144609981260194,0.5544222056131152,0.6331314335244108,0.68240937240566,0.8420348593006145,0.848745753900927,0.910277054322321,0.9604136838884213,0.8612062259413245
108,0.4882641923526088,0.44824359435788635,0.5249259798794476,0.5010760518509992,0.5364304281448196,0.5574342670431741,0.5732069400896285,0.6709314382717815,0.8047903453267763,0.9203816445939839,0.9273897906097671,0.8820648196437654
109,0.4876425745168507,0.3852247152009081,0.4246047916821967,0.523472843108518,0.5523570795301084,0.574839948710895,0.6748910235882345,0.8348946977078113,0.7452326214402292,0.7560947076638515,0.9236148618888742,0.9081512387377071
110,0.5841477830775079,0.48440553354014776,0.46693509603044125,0.5887977489254735,0.7037520147001701,0.6523202307963035,0.6466352744084398,0.7019649937049519,0.7802715421486188,0.966328801021438,0.9494900712772018,0.9578569875752739
111,0.593418547605948,0.5560324784978828,0.6375870964310386,0.5893668385683318,0.5917997966321072,0.6666334738679901,0.6730159903105135,0.6570307792920643,0.7840908423494984,0.8271825617087413,0.9705742177886219,0.9718606359420185
112,0.5994343804723236,0.4659443797890292,0.5102535370402733,0.5169644577601861,0.5366305854336747,0.6531844297004216,0.7321455660137534,0.7517189242617492,0.7472442311728736,0.8805822384135277,0.9619014923583743,0.9875955830782835
113,0.6120421969695155,0.42784427719604784,0.4120757093029333,0.5396546060360575,0.6117835252176477,0.6024582984480659,0.6437749966396665,0.6790424073146061,0.7157198408751072,0.931371899863329,0.9360887264624785,0.9492779702871709
114,0.5397308895781351,0.4396093955208933,0.4733710101774842,0.606242667811243,0.5786207453662747,0.6805430004621549,0.8069863749192067,0.8302502500164503,0.7270176522431134,0.8588854337665701,0.9363967697143906,0.8516260413248403
115,0.5996226650225527,0.5010767725506424,0.49789287012475647,0.49722751813995475,0.6379880604452874,0.5800848785312803,0.6388826893693763,0.6934447805794955,0.825233099480459,0.920158513821573,0.9419607218944801,0.9511740020329915
116,0.5419549656898026,0.43875718678983394,0.5216993464858947,0.45987292985018474,0.4397510984688471,0.5221372067157434,0.6779013956846335,0.7052445452651988,0.7922358565868731,0.8711533082761574,0.9297701228923051,0.9507924779698121
117,0.5653857806527189,0.46395283796582465,0.4179758823776367,0.436397127546363,0.5024819167754281,0.5919166584726996,0.640454277118039,0.6162014997102986,0.6743555704933769,0.8275773187752243,0.9578761157467167,0.9499989767706762
118,0.589638627846945,0.49175935911603036,0.4413501992648163,0.6084732104453752,0.6773707271335475,0.6504748475120103,0.5877057725721678,0.7868301222506342,0.7307574007910623,0.8112766814102453,0.9894888870241457,0.9167317725745291
119,0.6326131791710997,0.4942826867306618,0.567779179273257,0.615785232834035,0.6497343924646265,0.7054119308827881,0.8492542008362762,0.8129585449897402,0.7746839112497267,0.8671206041300371,0.9213207499463926,0.9924426146247353
120,0.506744245450057,0.41484805678836706,0.5133953476388773,0.5239743368801896,0.5293325363456813,0.6596839511771085,0.6133682724726933,0.6636284911550226,0.7376985008769288,0.8281888171820824,0.9503427881548463,0.9406992935978643
121,0.6431057332754212,0.431479637016187,0.46615049249179963,0.499606277448456,0.5326654501179643,0.5428661094403532,0.6620272752572655,0.7066717043590175,0.6955551528487777,0.7192613597628364,0.9017796924597867,0.9852089123762053
122,0.5445154819676581,0.46829313905369935,0.42906646527804204,0.5466360576904769,0.6459879096067361,0.7753946471529103,0.6420695467097938,0.7817892615885166,0.8244003701794386,0.8808462998446571,0.9366510194522943,0.9053385678842246
123,0.5913368471223338,0.44459380561272316,0.5107429353423439,0.5467157829937223,0.6065598340674737,0.6201796996637838,0.6808373432968863,0.7814965608255838,0.9005665939590735,0.9650208729478614,0.9635638279866358,0.9465840430446262
124,0.5738260373103609,0.4136853998489903,0.44473433653796807,0.5443444501941417,0.571159840475015,0.615558384059201,0.6784338895283483,0.6852584001929692,0.6610643985107986,0.836520847199595,0.9965802949555819,0.9405074238961882
125,0.6215571431500292,0.4334515772276227,0.4873380054725302,0.5135288918233959,0.4777435456567109,0.667772181591009,0.7697325999568242,0.7906708621375679,0.8027223814521994,0.8985320095485353,0.9586186010212995,0.9548761535144333
126,0.6527868571409114,0.5135319054450506,0.5236959765682613,0.5189561947831057,0.5970266563495791,0.6105572709859838,0.6225697201060478,0.788218015149003,0.8736742764098885,0.9067142920382163,0.9648275644353802,0.9717849462220921
127,0.6258484415423894,0.47747499601373744,0.5335323210403318,0.6127999698375374,0.6137009427644924,0.6278353240672142,0.756211089278929,0.7906912001535882,0.8341049874456951,0.7996816691739218,0.8504748665012779,0.9609461709599684
