,C_y,A_x,C♯_z,D_y,C_y,C_z,C♯_x,C♯_z,D_y,D♯_y,E_x,E_y,E_z,F_x,F_y,F_z,F♯_x,F♯_y,F♯_z,G_x,G_z,G♯_x,G♯_y,G♯_z,A_x,A_y,A_z,A♯_y,A♯_z,B_x,B_y,B_z
0,0.7241234701869198,0.5508758707876212,0.6663171658895276,0.6918499962617634,0.7241234701869198,0.7448651906514775,0.8416342409643104,0.6663171658895276,0.6918499962617634,0.9072621400408968,0.5128474659852501,0.4826648616539792,0.4812271629884839,0.4184600757500678,0.4951424564118403,0.4515774628300306,0.5094615370269565,0.7175466553599046,0.7340125623467278,0.7929988265548346,0.727483512984363,0.6212007926764788,0.6286125437621691,0.5753900518228401,0.5508758707876212,0.4880986238709455,0.4733607071102053,0.7186952528296325,0.8403191184872404,0.977622699376565,1.0,1.0
1,0.6900389844319276,0.6163353737066576,0.5844204866621264,0.7891879984715722,0.6900389844319276,0.6053998177571039,0.670928086006198,0.5844204866621264,0.7891879984715722,0.8631092477370738,0.5464858655581878,0.5880235206260765,0.6497395791429138,0.5438220817147822,0.5539210106438345,0.5065797109562209,0.5408523337788905,0.8619432225707446,0.8786627742382574,0.8398414167648337,0.8696649569074636,0.8660567623859369,0.8995157680760312,0.755566752260814,0.6163353737066576,0.5582070186306752,0.525845084045735,0.7766839010043048,0.9428759496091166,1.0,0.981521243776444,0.9674857509111916
2,0.7284582458361534,0.5280830111101753,0.651726155675147,0.6236663580866207,0.7284582458361534,0.8289226866918104,0.8732356939948774,0.651726155675147,0.6236663580866207,0.8368452430869433,0.5609092614782335,0.6931200943129987,0.6318378031135,0.6035843279723665,0.6072646570780761,0.6356961729927167,0.7596627637112269,0.9126423278389604,0.8992136181271029,0.7800074471010259,0.7511602933167741,0.7040999256602692,0.5715131861476496,0.5108772568029181,0.5280830111101753,0.4728309704072244,0.4172591381369129,0.6603826646034524,0.9155335856806264,0.9823667831760292,0.9698567711876006,1.0
3,0.6789774212851203,0.5142323871985298,0.6129563278639223,0.6278968803177143,0.6789774212851203,0.6767616242202424,0.733743634082285,0.6129563278639223,0.6278968803177143,0.9000614452443827,0.5205069486361993,0.6539619889228677,0.5558173740825424,0.5138521854945218,0.5681010020882279,0.6437184360577668,0.6061093798030162,0.8020748251307058,0.9623192168888968,0.98502309366043,0.6915715140343278,0.6839733076840216,0.5842554505171441,0.5335236582643871,0.5142323871985298,0.4492755446853276,0.4719340599865071,0.7091237202688272,0.8340205802293358,0.9829139549876196,0.9095747108132548,1.0
4,0.7180927339215123,0.4129938304633181,0.5775177297219279,0.6372555451005734,0.7180927339215123,0.6864374858595176,0.7288947818228566,0.5775177297219279,0.6372555451005734,0.892772250876891,0.4575417464454522,0.6535271350519394,0.5419493288579459,0.5073425671945789,0.5126651439688471,0.6789361098639933,0.6810499185678817,0.7216137474281772,0.9554822461968406,0.973963635170718,0.8648918186562026,0.7073357213147798,0.6069839591884262,0.5229880523817116,0.4129938304633181,0.4694466904884604,0.4536885791119603,0.7599206500049229,0.8241433461768354,0.96461976349109,0.8755518647449713,0.9932042405723202
5,0.7768486200354664,0.4844335191355743,0.5881786823080698,0.6429537302075016,0.7768486200354664,0.6886982141298374,0.7038886292621847,0.5881786823080698,0.6429537302075016,0.8769925892723897,0.4293291803000457,0.7070764320838995,0.5715469357023719,0.6117696476911745,0.5760131591085004,0.6228238943876259,0.6023254600759446,0.7226132904538529,0.9421421813149188,0.8965542069680733,0.8547095635227788,0.7807927253529993,0.6685042947205169,0.6497950676780786,0.4844335191355743,0.4600953560574648,0.4776042623373956,0.7836493412777518,0.900094988160059,1.0,0.9950042332492668,1.0
6,0.6733096818566926,0.4931192347974658,0.6863169729651841,0.6605162220335031,0.6733096818566926,0.7620672896923097,0.8522653277545342,0.6863169729651841,0.6605162220335031,0.9178497358294684,0.4763945298929444,0.6741750588490447,0.700010336291463,0.6006785113473367,0.6228884903829046,0.575502484658259,0.5941753468097742,0.815523837731115,0.889420148166264,0.8599004832507582,0.8421579932124427,0.7721100529649464,0.6217177119089845,0.5705946021646844,0.4931192347974658,0.5640871880709116,0.48327777148505,0.7786923987925162,0.8919894996711322,1.0,0.9577253626443016,0.9900402251270444
7,0.7282733839523887,0.5047603329765346,0.6827385890808282,0.6639526749257851,0.7282733839523887,0.6099526733841253,0.6808032901524742,0.6827385890808282,0.6639526749257851,0.8923089416386292,0.4959652638737327,0.7280073386962972,0.6027156654102984,0.6080503382230448,0.5724141979964475,0.6259139096204261,0.6421440101305365,0.7215211521413991,0.9166123303366368,0.8051053940983031,0.9455685143378886,0.7480360699729296,0.6538395605004464,0.6033408347040856,0.5047603329765346,0.5221249376387093,0.4958586860589424,0.7546707479795364,0.8434334705054366,1.0,0.9878515934946404,0.9686306330690156
8,0.7237130662670177,0.4668199284090509,0.6832968602855393,0.658287299818758,0.7237130662670177,0.7088964017971281,0.7417222956568007,0.6832968602855393,0.658287299818758,0.8519807643143702,0.5977580270813051,0.73206630847355,0.6422935317898353,0.669507108590098,0.620320648540131,0.7697996841162723,0.8718807535735698,0.9013143871819628,0.9676106222268128,0.8771463090725559,0.8826819834542818,0.8032937243011625,0.6451354577858636,0.6267841592781297,0.4668199284090509,0.4528534567139843,0.4117296627725537,0.7117096672512083,0.8620511172741468,0.9912604014246752,0.925787682620732,0.882866619547992
9,0.686901298750152,0.517617193073375,0.6665333187274243,0.7075149350614622,0.686901298750152,0.6555734086987262,0.7079974522484408,0.6665333187274243,0.7075149350614622,0.925257062144162,0.479516499185679,0.6966392758821679,0.5531886904539834,0.5338050763363646,0.4879926552612274,0.5065301171272212,0.525356003996741,0.6730985624129789,0.936817586600367,0.85928408371942,0.8990787540928918,0.8291925372679695,0.6742566987459492,0.647372029787925,0.517617193073375,0.5955297431408849,0.5109589548730106,0.776019417080034,0.9335169792753628,1.0,0.9924404286837172,0.9907487127937163
10,0.7151505799525432,0.5186391154262557,0.5831943294545022,0.6462242985867095,0.7151505799525432,0.6910076681967648,0.6951809642491392,0.5831943294545022,0.6462242985867095,0.976155968574572,0.4385369725562589,0.5930850726880817,0.5916131399177655,0.595679737404793,0.5621291380359171,0.6351499440443797,0.5993225348465709,0.721148194020166,0.9697623737114566,0.8544681078703177,0.8335827599857962,0.7483776818891793,0.6495250228205047,0.607650764392471,0.5186391154262557,0.5196543263006159,0.50740381486903,0.776825787805361,0.8614551542758419,0.9211526559303592,0.8946337891015951,1.0
11,0.8241882501294406,0.5235380348044769,0.5687449290612657,0.7225025722416403,0.8241882501294406,0.7369572128995917,0.7266651979492416,0.5687449290612657,0.7225025722416403,0.9072509938855172,0.4717605817017524,0.6663789175582674,0.5765765974047873,0.581649979861483,0.489044365552357,0.5291745244881164,0.5287127301529537,0.675101817207535,0.9086545136719092,0.7772226262724565,0.8674250096774513,0.7803119093250505,0.6248472686520126,0.5920893996519131,0.5235380348044769,0.569345034184052,0.4905523957784104,0.6912751199033488,0.8614321559764347,0.9613878359426417,0.95549218397109,0.927337261762786
12,0.7826464180965153,0.5350985236329695,0.6343191883463983,0.7522247977743736,0.7826464180965153,0.7581415327873247,0.7517669433343421,0.6343191883463983,0.7522247977743736,0.9219162583606878,0.4520264914050751,0.5761861165082716,0.5555516424820736,0.568455710440379,0.5747157623573399,0.5796522999500334,0.5591298632043433,0.6173887146582374,0.8861367360454956,0.8610881199039784,0.8071787457534584,0.669170798872503,0.6424192124852192,0.6150113637768558,0.5350985236329695,0.4871061834860618,0.5314493813059785,0.7082233776310254,0.8600923464948446,0.9898858791023374,0.932060736068289,1.0
13,0.7575419682848653,0.4930524302836064,0.5504632351130851,0.6070374756937923,0.7575419682848653,0.6628678134701186,0.6520401922285306,0.5504632351130851,0.6070374756937923,0.8706033555574143,0.3993129786724083,0.6716965349188365,0.6151573690003428,0.5836674838355308,0.5355772720585444,0.6287340659197117,0.667641490745798,0.742960718527967,0.924516004489564,0.9190853749544394,0.8022489549703938,0.731540426472304,0.5902327390714454,0.5781665853772852,0.4930524302836064,0.5289729164830816,0.5405414808059298,0.7377061473371271,0.8366236046444683,1.0,0.9406385088250836,0.9804289072367728
14,0.7876733754889061,0.4861232794685486,0.6629842259545506,0.7265932703987716,0.7876733754889061,0.7548782960904886,0.8197913375875724,0.6629842259545506,0.7265932703987716,0.9444404392361282,0.4031917627535641,0.7316446380893112,0.560879467063501,0.5854323170651138,0.5874733415307672,0.6569437740460513,0.6337251936998479,0.7445316044219235,0.9013595301845742,0.8702539531989865,0.8310135525302583,0.7365798428620698,0.631750732830087,0.535477548993506,0.4861232794685486,0.4973797300843154,0.5221411764557856,0.704727240640988,0.8418324690429643,0.972358475396526,0.9583586774458124,0.9873435477535576
15,0.734727554841348,0.5436236401741953,0.5173578583578565,0.6197526530403664,0.734727554841348,0.6440387819554277,0.665492324065071,0.5173578583578565,0.6197526530403664,0.9335075289568566,0.4722381976245051,0.8510842159573269,0.5685508756448511,0.6080866019029,0.5654854215367127,0.6814338184467585,0.6361657017960792,0.6932069436654998,0.9688958861355518,0.9238878622020196,0.847920084179241,0.7464702613935869,0.6553382338154178,0.6200332508850378,0.5436236401741953,0.5271572620232393,0.5225745447186182,0.7564837336214382,0.9118166183632904,0.9929194612876424,0.9843733654544704,1.0
16,0.8564699816720683,0.5480562555368041,0.6881066844308655,0.6820902130478063,0.8564699816720683,0.7410309579860908,0.7184596863796875,0.6881066844308655,0.6820902130478063,0.9522804966152522,0.4822782261774501,0.6339753141710692,0.5106638216303517,0.631679576670357,0.5581856605128404,0.5555477657293096,0.5839556540008142,0.6729364149467355,0.8222342922573436,0.8677358481089529,0.9284782697632674,0.8524270970019768,0.6944056203928781,0.5904509327381892,0.5480562555368041,0.5251582702222605,0.5257508070376978,0.7678329313724553,0.9026983127787936,0.9680178003096912,0.9737848924253324,0.9902239339843146
17,0.7736508138923645,0.4725798653493924,0.594548137860154,0.7483467450552297,0.7736508138923645,0.7127908785218317,0.8088060716635331,0.594548137860154,0.7483467450552297,0.8891580349854452,0.622788939531417,0.7152428107170578,0.7461688150562452,0.6502305503019937,0.6506022439591803,0.5609051121101866,0.5415505661341409,0.7855082813322127,0.8336280239441902,0.8214262770034244,0.8857490715629983,0.7004688518200245,0.5824379800331839,0.4862587829575793,0.4725798653493924,0.4263209083932746,0.4575825919042977,0.6677463138169005,0.8906461783100105,0.9753832662397404,1.0,0.929142168496063
18,0.7650248241361267,0.5496249922035615,0.6473803779109041,0.6764184237425802,0.7650248241361267,0.715375564828938,0.7613062907464888,0.6473803779109041,0.6764184237425802,0.8211839094031527,0.5406134001540622,0.7762044192190803,0.695520553248826,0.6238067378772908,0.6088193732852266,0.6161840087103083,0.5962197085179642,0.662757518085078,0.8589350829059074,0.941089216782428,0.9180534229589924,0.7986850422057304,0.6806545191948614,0.5697191209454585,0.5496249922035615,0.5311310131520622,0.5644139549735944,0.7843530650597645,0.9693221686167478,0.9561991379245928,0.9092748486105164,0.9829165137628624
19,0.7316887005010987,0.4754130981050955,0.6094806416294057,0.603655934361568,0.7316887005010987,0.7214566010134074,0.748217753474341,0.6094806416294057,0.603655934361568,0.898439421289103,0.5763633175753923,0.7009458124810974,0.7390820011849454,0.6102909385101903,0.6763344225317218,0.6615999704792931,0.6743744340171808,0.6979997770534759,0.924295545818372,0.9284601449799528,0.843089048237338,0.7406777289516983,0.6780253846021428,0.6154255543738661,0.4754130981050955,0.4816049222902583,0.4743549926548202,0.7289628915795395,0.8333817244038165,0.989678923151444,0.8676626194672666,1.0
20,0.7124060362882983,0.5268586165021018,0.6422619757048543,0.6514571338745362,0.7124060362882983,0.6797705739559129,0.743096633055265,0.6422619757048543,0.6514571338745362,0.8877513629537407,0.518778630152852,0.7495740782116038,0.6529647824237124,0.7361350789765139,0.6504813269642672,0.7390739961675088,0.6420907740778378,0.7299902021859491,0.938196109188578,0.8738652501505472,0.8514947330911659,0.7492125116400886,0.633628016768408,0.608420658562342,0.5268586165021018,0.5338004783213403,0.5346372504128494,0.668962110169805,0.7927292712858608,0.9844244095461088,0.9900087495857512,1.0
21,0.7662121714849194,0.4457733207499554,0.65527627639238,0.6492409281371505,0.7662121714849194,0.7234630321445191,0.7836494462477299,0.65527627639238,0.6492409281371505,0.8996652803557401,0.5016854791488946,0.8278638070239746,0.5545540425911689,0.7304954094029489,0.6417944302382832,0.6886707168674667,0.6168115008837912,0.7387463107788262,0.9856042836522272,0.8887975774390219,0.8347049046772073,0.7690369109564533,0.6553603724004243,0.554784022205466,0.4457733207499554,0.5156477233602441,0.5646584449155686,0.7325633343284058,0.8221588552269748,1.0,0.9265896979484052,0.9935281307373494
22,0.8235360523969772,0.5116410474162963,0.6868496821026996,0.722542277725254,0.8235360523969772,0.8155855831979792,0.8796734677199801,0.6868496821026996,0.722542277725254,0.8832684886119527,0.5784796862308001,0.7949781867844962,0.7563373154085923,0.6819311314977959,0.635328190976207,0.5596091636012969,0.4968854630161725,0.7215780297229895,0.9159576990710492,0.8673195104507485,0.8008054134070819,0.7285809237511175,0.6660988245201634,0.5338137844363516,0.5116410474162963,0.4910665654877775,0.4333828275326044,0.6741798792144383,0.8523482073639971,0.9613599758463433,0.9626208927452496,1.0
23,0.6927002981080054,0.5207167967056334,0.7478847414084734,0.686287132364455,0.6927002981080054,0.7877650058555887,0.8572477808512721,0.7478847414084734,0.686287132364455,0.8397875834216474,0.5972941251144595,0.7509395735344889,0.7167751472262297,0.7036355185267564,0.6130911218972733,0.6257094422727737,0.5823452253756741,0.8230490113697168,0.8436835609942497,0.7491968755112356,0.8782359928773197,0.7744090955463042,0.637565663222479,0.5665369090797354,0.5207167967056334,0.5273286300214576,0.4742991685967686,0.6315714496937779,0.8132578686182487,0.9819149193729568,1.0,0.9927943730246
24,0.6691051221000319,0.5407600827594472,0.5964483781281745,0.6821120776371464,0.6691051221000319,0.7249948304314565,0.7873081843898797,0.5964483781281745,0.6821120776371464,0.851516107402047,0.5589591473010995,0.8070198019553031,0.6335478243654866,0.6017688852531734,0.5359176288673049,0.6204579980613735,0.5604753093210434,0.5635248247217409,0.9363610983650488,0.9737056867797176,0.8700083417917736,0.8272453407732611,0.6754732418235833,0.6136530176791484,0.5407600827594472,0.5327953181608466,0.5432499395953441,0.6977157587658479,0.8641810894362201,0.9827942801404432,0.7953908127071196,0.9838279021045412
25,0.8359561893732561,0.4849384800736473,0.6679066445785772,0.6642379273654523,0.8359561893732561,0.7149827311694895,0.7604118424786727,0.6679066445785772,0.6642379273654523,0.8575868206748568,0.5486044000404777,0.7782111808105386,0.6017295243615869,0.5366562773292164,0.5000591563087219,0.5942023629892459,0.6084025489529609,0.7137333437299227,0.8882670861690601,0.964741196210503,0.9435836904430244,0.7568898914123423,0.6606692810153884,0.6825723757066152,0.4849384800736473,0.5341394008650776,0.5250150046214971,0.7334838207089386,0.9510473954891184,0.997488750524135,0.8932494121771638,0.9368934409182218
26,0.782295384561785,0.5407561506673791,0.609338393243073,0.7682518313565811,0.782295384561785,0.7164302152496335,0.8269697821471643,0.609338393243073,0.7682518313565811,0.8943568253788822,0.545675405454101,0.7305734052516196,0.6499526289270107,0.5642629814768759,0.5649094596652416,0.6223653088259423,0.5540719807199707,0.7383442766682701,0.8978471901812605,0.8511813333543256,0.8139495359061045,0.7800183466906403,0.6705553916267014,0.5917815111604978,0.5407561506673791,0.5448189463403521,0.5186439213591253,0.801099734428251,0.9735439085265136,0.9777418418169058,0.9383730917594736,0.9890755140336202
27,0.7110700455520331,0.5055418897423127,0.6524631231868007,0.6498339193592518,0.7110700455520331,0.6759825453224274,0.7818540585991774,0.6524631231868007,0.6498339193592518,0.9261974407279346,0.62737400847082,0.7281617878739346,0.7193683366280865,0.524286327353599,0.530068702091487,0.5631356373091421,0.5745354723548707,0.8104829252512399,0.8384595875123559,0.8382402645481029,0.8522424588243261,0.6622343996351517,0.5982159479229309,0.5256449003877087,0.5055418897423127,0.4745492398827286,0.4292819642919284,0.7422125760252678,0.8984195801749135,0.962266323001794,0.981730958899072,0.9817803208957022
28,0.8393266834188481,0.5254723190833936,0.7450561820394208,0.8050797603070934,0.8393266834188481,0.8318886714184511,0.8900804209024972,0.7450561820394208,0.8050797603070934,0.9005866913196817,0.6960828691322747,0.771601267131385,0.7344050047289409,0.6432418404830411,0.7857508881781214,0.6729509348222408,0.6528172477551953,0.85724302139283,0.8778490170136654,0.923259941134226,0.8635717854601314,0.7756882976024159,0.7390431741940784,0.5363429505130071,0.5254723190833936,0.5229421693322488,0.5301379106909768,0.7121668721157827,0.8593456341378748,0.9473192340077526,1.0,0.9686216916194688
29,0.7001082663139285,0.4327819927687636,0.580797531031981,0.5937174249834201,0.7001082663139285,0.7240512734501859,0.78027577510904,0.580797531031981,0.5937174249834201,0.9585666970759156,0.5180387815058168,0.6788078157851015,0.6681809752893869,0.5236987064817763,0.5500734824766568,0.6889422070966718,0.6489078715950715,0.5672199678902228,0.8494554755605107,0.99558820852595,0.7595080541893968,0.7263980995373371,0.6752860559924528,0.5741062665560078,0.4327819927687636,0.4880529937932882,0.4973523550430025,0.702963544505629,0.8849060436414451,0.9129786142394934,0.9008275466623412,1.0
30,0.759133600258887,0.4959714176229874,0.6520871139685306,0.6825977432146736,0.759133600258887,0.667248906952351,0.8572608198325327,0.6520871139685306,0.6825977432146736,0.8737742318593106,0.6260014511898778,0.7644698330234855,0.7765175716695415,0.6172554461042757,0.6100414231719665,0.6191266675731254,0.6648507892658059,0.8415818807225811,0.8632098176146131,0.8847456671982105,0.8931067896503805,0.7983034156646062,0.7030940653230834,0.6175925547774886,0.4959714176229874,0.5412590221725623,0.5754300444265223,0.6984796490304247,0.8755922010894962,1.0,0.9590258958799676,1.0
