,tempogram_x104,tempogram_y227,tempogram_z374,tempogram_y207
284,4.2107299210299883e-17,1.2132771663255197e-17,4.616257923142869e-17,-2.1645971227066004e-17
285,2.783748852509818e-17,2.720456235033198e-17,6.941437234512601e-17,-1.684011321767134e-17
286,2.717538647717598e-17,1.9795506438102346e-17,5.053808365256838e-17,-4.5610036944312785e-17
287,3.7942772038013176e-17,1.0950119660352804e-17,3.7181674809978176e-17,-3.7405465073281786e-17
288,1.5702394781917312e-17,1.6145193079392762e-17,6.015074595601872e-17,-1.8567691200325677e-17
289,5.353381358943796e-17,2.9786179908833456e-17,7.221875052476283e-17,-2.903910693342288e-17
290,2.3642590310834757e-17,-2.908465623348885e-19,6.952479480687266e-17,-2.782553014648684e-17
291,1.8496850330588287e-17,1.5916962009114427e-17,8.44716056506481e-17,-4.363871492220135e-17
292,3.239390252264336e-17,3.719171518477378e-17,6.711975980766479e-17,-1.7255778619027548e-17
293,5.871670163530827e-17,7.598620880573453e-18,6.234181081809851e-17,-3.0340014080579004e-17
294,3.187506455514785e-17,1.15673936119895e-17,1.4262149075354921e-16,-1.6677532547610157e-17
295,3.0846059643741903e-17,2.4903623816004527e-17,3.8378876716707404e-17,-2.360087979098342e-17
296,1.0146623805493425e-17,1.3682585847377257e-17,2.7236829142607254e-17,-3.7851292942736285e-17
297,3.4186295797970235e-17,3.125941063583579e-17,5.455129825100415e-17,2.521375424561496e-19
298,5.9334481178818555e-18,1.6999527552189858e-17,3.594364032736787e-17,-2.9017201920660304e-17
299,2.2268018904782896e-17,8.046666413984543e-18,5.4257842476136945e-17,-2.4166255070164068e-17
300,4.371994974731553e-17,7.125155414893652e-18,5.620364712462836e-17,-2.5083904656329707e-17
301,3.138569528276992e-17,2.1201391578253124e-17,7.682923929424587e-17,-2.128337972752459e-17
302,1.3160583683262061e-17,1.0167682020497205e-17,6.80019894352435e-17,-5.0588518509853375e-17
303,2.1517150822825818e-17,8.373066366390423e-19,5.223816606511695e-17,-8.191236901022402e-18
304,2.4272132574796604e-17,1.2123248895323519e-17,9.24152735788928e-17,-2.28017061809429e-17
305,3.554588114428466e-17,4.132034105639875e-17,4.638589850831744e-17,-3.5690864443062967e-19
306,2.547582898705154e-17,2.691713758762367e-17,7.564469552853426e-17,-2.0324032148948825e-17
307,1.0983628995519733e-17,3.4739303627359715e-17,6.680211275898427e-17,-4.7168138003480785e-17
308,4.4014230125751376e-17,2.785185462550388e-17,9.122909355741787e-17,-4.1044581942932706e-17
309,3.8302422756583237e-17,-6.981828863556455e-18,5.339384871154063e-17,-2.5899280172009527e-17
310,2.4055865370153248e-17,1.1423964411068266e-17,9.554960585621012e-17,-9.984720947484113e-18
311,5.187753939707507e-17,1.2029888579539006e-18,1.1536232180121514e-16,-2.6579332595304605e-17
312,3.5350249290467855e-17,1.69935915024718e-17,5.549398731795081e-17,-3.040555776200852e-17
313,3.2286551960720826e-17,1.507276343693789e-17,7.263144766191987e-17,-4.4713391594807875e-17
314,3.486480072679116e-17,2.7113798657189117e-17,6.473656238276316e-17,-3.1929770880678466e-17
315,2.7576569281001018e-17,1.2576815718816136e-17,7.372388655262104e-17,-9.149809728930513e-18
316,1.297793848624832e-17,4.496533269076468e-18,5.384878481173386e-17,-1.5302472411798065e-17
317,1.4723455930697047e-17,2.5834497610558125e-17,5.426099924321837e-17,-3.177210706349954e-17
318,2.9957513203954816e-17,1.3670922732286929e-17,2.8997366158311186e-17,3.3818314434047467e-18
319,3.4780122743620355e-17,1.4709463106384618e-17,6.254398804390013e-17,-2.2922809952634558e-17
320,2.9467157473783787e-17,2.224123409628489e-17,5.160895852159287e-17,-1.771059039534484e-17
321,3.1258876326977886e-17,2.032178674305676e-17,4.02706573136042e-17,-3.3545585919166205e-17
322,3.3586633828177604e-17,3.2993423292759475e-17,3.2131124910245137e-17,8.457146248135834e-18
323,3.92958240935496e-17,2.8719803904088e-17,3.9064373219321105e-17,-1.1947919324961597e-17
324,2.3874709859138442e-17,9.670192858174889e-18,5.581870505194014e-17,-1.7277115043502504e-17
325,-2.213060591876853e-18,3.788171707071844e-17,7.981665873027104e-17,3.392772814525029e-18
326,2.141498379330268e-17,2.4270423705607868e-17,6.484204302746102e-17,-1.188070370442368e-17
327,1.600643373715884e-17,1.0983401127833285e-17,6.452173571252521e-17,-1.5720838219485802e-17
328,2.0102964684680336e-17,3.133319595306677e-17,6.435841322633625e-17,-3.666498119148916e-17
329,1.1824150840017028e-17,3.683812499952733e-17,5.879999565867153e-17,-3.2566335505071583e-18
330,5.077704570147359e-17,1.6265234942055666e-17,7.306676443324683e-17,-4.7759283595417385e-17
331,5.778479772356143e-17,1.726565953025223e-17,3.3984812121135125e-17,2.6580444254684004e-18
332,1.692189621096797e-17,2.539950735979515e-17,7.774156150284353e-17,-3.677910055124465e-17
333,2.7394831689184315e-17,2.2007720249999777e-17,8.235019987535479e-17,-1.0551413768955349e-17
334,3.9762491895402666e-17,1.4975381258520242e-17,7.513978277570217e-17,-1.3882554604376558e-17
335,-3.010613560246644e-19,4.0375952745999884e-20,1.001720730973678e-16,-1.2095549163650849e-17
336,1.2607169703367994e-18,3.981167293418017e-18,7.38752545244293e-18,-1.6946562625451338e-17
337,5.34067477374206e-17,1.2779590216317585e-17,7.183476840756648e-17,-2.96917270567541e-17
338,3.334075177182803e-17,1.1416969267113484e-17,5.2685981082285554e-17,-1.2773135113899238e-17
339,5.48934457744792e-17,1.8243900732073334e-17,7.979272235692333e-17,-3.088746420437605e-17
340,2.385400460952503e-17,4.7325548864402455e-17,7.821506526234109e-17,-2.958417578614051e-17
341,3.5710569040559e-17,1.0861839822168694e-17,4.7063973350958113e-17,-2.241262531949075e-17
342,2.08869481620091e-17,1.9045201215664004e-17,4.5195569970718435e-17,-2.4775909114932967e-17
343,1.2142486748441844e-18,2.3896688726919778e-17,9.22469606417108e-17,-2.9142444790103626e-17
344,4.8964636286906835e-17,3.172186109642608e-17,4.6617053290942426e-17,-3.212002182220776e-17
345,3.0827711435171415e-17,2.510302059068169e-17,4.2721012339790914e-17,-2.720610823068577e-17
346,3.4026019425018925e-17,3.43937540008008e-17,6.543181018639396e-17,-3.5641936029245936e-18
347,3.1608531094704525e-17,3.095842066269057e-17,4.14440162244156e-17,-1.1705251898981342e-17
348,3.0550025069682155e-17,1.2578510142051563e-17,4.998777950163663e-17,-4.561290331333216e-17
349,4.014745857556329e-17,2.4680699684104852e-17,5.4734126987586136e-17,-3.1619601328429445e-17
350,2.327420825234722e-17,3.940878959908587e-17,5.1588516576066207e-17,-9.570353510058628e-18
351,3.2370293318166317e-17,2.4291180157824036e-17,5.0523404613689616e-17,-1.9008984200399186e-17
352,1.313600282691064e-17,4.001316071510108e-17,8.425862745171772e-17,-2.086042878011465e-17
353,3.3704826329213916e-17,2.2828151808014082e-17,5.750442502709693e-17,-1.3039894283310087e-17
354,3.087544127627485e-17,6.399948772567465e-18,5.0434155707049335e-17,-3.7153827201093804e-17
355,2.5166106846611746e-17,3.6965204613419546e-17,5.046851007908388e-17,-4.719455965994348e-18
356,2.7157825986080557e-17,1.314643602785371e-17,8.699571912365747e-17,-7.227791878938437e-18
357,6.029657317782547e-17,2.3878137340669294e-17,5.816947737786112e-17,-1.024981103658083e-17
358,6.238327920149966e-17,4.055939407383312e-17,1.2040185557544983e-16,-3.6751188802967715e-17
359,1.6517328369342077e-17,6.183589037394223e-18,5.006620811452351e-17,-2.6682253384017247e-17
360,3.75176828970792e-17,2.302524518275895e-17,5.592778495248005e-17,-1.7476566118044708e-17
361,1.515178726214657e-17,3.242390238315645e-17,7.34460205246814e-17,-6.055492111674888e-17
362,3.641293850224591e-17,9.506957307216305e-18,9.662224701081291e-17,-5.235159099632554e-18
363,1.715383231255175e-17,2.267377712323056e-17,7.083663143744226e-17,-1.5131907793376558e-17
364,2.353981921876353e-17,1.532336958935208e-17,5.64917057233753e-17,-1.0265816472064964e-17
365,2.9476247015249847e-17,3.3208577723042814e-17,7.81931590901559e-17,-9.089049718972054e-18
366,3.1806068114691386e-17,1.1816261530564564e-17,7.968909617420942e-17,-2.260077963733541e-17
367,2.1601501129926757e-17,2.5663948364048013e-17,4.059914576357573e-17,-1.0585933107385645e-17
368,3.311044411197746e-17,-2.304518367691142e-18,4.9126644152178167e-17,-1.5805118393643456e-17
369,4.437797878026365e-17,2.8321115637884804e-17,7.059014565022765e-17,-2.6912278563779654e-17
370,5.324991029989304e-17,1.5394478818202153e-17,1.0148930973647719e-16,-1.5550640005062996e-17
371,5.066904529051271e-17,3.4158723461101823e-17,7.08974399141472e-17,1.1648967328812908e-17
372,3.052857428386945e-17,3.858405469461303e-17,1.077644199472024e-16,-2.708498795261046e-17
373,5.4555797426573324e-17,1.9540438620052077e-17,9.08688536457806e-17,-1.743753708569553e-17
374,3.061819547786427e-17,1.616151322822945e-17,4.2829093226661085e-17,-3.2300537250745547e-17
375,1.4634838804263385e-17,8.46734121649901e-18,6.019856531747388e-17,-2.7330079777174725e-17
376,7.064679382309924e-17,2.4297350257230178e-17,9.553010595008756e-17,-1.7607599552563566e-17
377,2.4534077373923006e-18,4.594313534044813e-18,1.5272844944042554e-17,-1.419729629591691e-17
378,6.681270388077686e-17,3.831134267572465e-17,8.712564482215416e-17,-5.960761046491384e-17
379,3.317976203880956e-17,2.080758083634573e-17,4.314336140098647e-17,-2.3618255342916056e-17
380,4.557848022300787e-17,8.7528315130205e-18,3.861268084507602e-17,-5.076232931019129e-17
381,6.800961884631281e-17,4.1344206118643866e-17,7.915485385274015e-17,-3.224052860548817e-17
382,2.1095968444821093e-17,3.757502638051188e-17,4.8753629859782646e-17,-4.496361502281297e-18
383,1.8614132272638122e-17,1.3738149527977641e-17,9.572729543799664e-17,-4.1355019151356114e-17
384,6.014016427961147e-17,2.641834105275002e-17,7.082405626747477e-17,-1.0505210719898979e-17
385,2.9412167060745304e-17,3.4027549703263085e-17,4.5170693604186107e-17,-1.8664879766084432e-17
386,3.8387546659586897e-17,-4.28960181857871e-19,5.633613544148273e-17,-2.786757438622863e-17
387,3.29873605873066e-17,1.4369729878078514e-17,3.601604480213058e-17,-1.757324065311839e-17
388,2.639338149081084e-17,-1.1822185587447353e-17,6.535514783470947e-17,-8.205681420607197e-18
389,3.195576979618376e-17,5.100791658835275e-17,1.221844948128211e-16,-9.879028483407884e-18
390,4.7156472449024504e-17,2.4365536860865296e-17,7.323159704347629e-17,1.3771219579131956e-17
391,1.0682871010748129e-17,3.6965633975965216e-17,7.206242419562516e-17,-9.74423401306508e-18
392,4.1054772517230885e-17,3.3373131007199945e-17,8.45843362324036e-17,-3.2833477447145103e-17
393,3.463636753235508e-17,3.999574562908786e-17,5.4275041151697346e-17,-2.4466954254493038e-17
394,2.8942524064141124e-17,1.7376673175546706e-17,5.35374257313704e-17,-1.0386740010216537e-17
395,2.185546318460628e-17,1.8249677328464686e-17,5.754772499930327e-17,-2.0417175149720938e-17
396,2.156692002213316e-17,-1.0859946981122997e-17,5.950911464732412e-17,-1.6498516657147922e-17
397,1.162634806345941e-17,1.2528244514359441e-17,9.870569455287227e-17,-9.860313556660189e-18
398,4.717938255425999e-17,3.1443665768239334e-17,7.907026294836756e-17,4.652112146380145e-19
399,5.412406912939598e-17,-1.1669665318710377e-17,8.569322056483532e-17,-7.838583258213119e-18
400,4.9813168121263226e-17,1.407609232199488e-17,4.284537507879379e-17,-8.824528476656717e-18
401,5.36072798455758e-17,5.2198447864625203e-17,6.49468440453076e-17,-3.4363968858708496e-17
402,3.4553591114844303e-17,1.6300539559294353e-17,5.368995238773017e-17,-7.493955726523071e-18
403,2.258319903607658e-17,-2.585118943956956e-18,6.339770266765472e-17,-1.557737587878851e-17
404,9.334006191294991e-17,1.2745968012345336e-18,8.669069437829339e-17,-2.7015160059026827e-17
405,3.900851929383869e-17,1.826423471888192e-17,1.3460198797144896e-16,-2.969709566465984e-17
406,3.513562727089417e-17,1.0310843780078228e-17,5.860599459350615e-17,-3.3095728980452934e-17
407,2.764060346670166e-17,3.4434709627680946e-18,5.409810232843887e-17,-2.404639054191612e-17
408,7.12730929810542e-18,2.8733335725812255e-17,5.217016516252482e-17,-2.059674017415969e-17
409,2.197656713953515e-17,2.746196650104697e-17,7.875161052232956e-17,-2.310658847638341e-17
410,4.9327891553282896e-17,4.6458942293027926e-17,7.673690460275162e-17,-2.927441769080719e-17
411,4.160178803085628e-17,1.2776739823020689e-17,7.729823884049953e-17,-2.752227665575607e-17
412,2.0030531082415276e-17,3.311951227222132e-17,5.744278137796884e-17,-4.77252638965953e-17
413,4.092029462175517e-17,2.2691816453788618e-17,4.406695782337101e-17,-1.0654210724964269e-17
414,1.031966329002554e-17,1.098639995529854e-17,3.2026295297683406e-17,-2.2688305265938165e-17
415,3.901323199016366e-17,1.089987399060428e-17,6.576824073152306e-17,-1.798400436419828e-17
416,3.5016452250682795e-17,1.7315228988707186e-17,6.627263197912319e-17,-7.229707706628669e-18
417,3.472333444525703e-17,1.6767624893927222e-17,5.394639585961236e-17,-2.2416884763884476e-17
418,1.7773652301775857e-17,2.0288472420828838e-17,6.534321286279626e-17,-2.0446839224367534e-17
419,4.014745553930655e-17,4.773709709050153e-17,7.323595460599202e-17,-3.994749001344381e-17
420,3.01044332499182e-18,-4.253926353722899e-18,2.068423808591944e-17,-2.759829944296195e-17
421,3.610440571799391e-17,3.10204300027762e-17,4.905962700049122e-17,5.979446871751846e-19
422,1.7385560360632218e-17,1.0676355173673078e-17,5.500606135487036e-17,-2.5627656864617844e-17
423,1.4847222312279665e-17,1.6805349856407484e-17,6.085705522733718e-17,-1.2349581511122624e-17
424,1.5386510722071453e-17,2.703831935332245e-17,6.336557858343255e-17,-1.3200194247607163e-17
425,2.9212853314269384e-17,2.2645342581868018e-17,5.619709975623823e-17,-1.1619548533310213e-17
426,3.18817328402961e-17,2.3360586090430188e-17,7.673755435159329e-17,-9.752310041355882e-18
427,3.292699518234148e-17,1.3639714190796121e-17,6.295091810643987e-17,-3.6410772804957417e-17
428,3.1347693296390055e-17,2.8432530230981235e-17,5.636358980166452e-17,-1.4250511505833044e-17
429,5.77271344312777e-17,2.4282940913868566e-17,4.0577159933248616e-17,-2.2406152793296558e-17
430,2.902874478991629e-17,4.1454743832604075e-17,2.343458954800552e-17,-2.21637188461528e-17
431,2.6805498853549785e-17,4.425641983670916e-17,5.112980498066845e-17,-1.3533367082162717e-17
432,3.209784096733848e-17,1.3576973974496145e-17,6.6030495087418e-17,-1.6785943601438492e-17
433,5.178710704118156e-17,-1.7789883763544056e-18,6.865191585487019e-17,-2.0860248736343844e-17
434,3.9574296621670717e-17,1.240985419140067e-18,5.721810807654443e-17,-3.5700445896645466e-17
435,4.800196586582368e-17,1.457216066875639e-17,5.591854543742646e-17,-6.429058353060785e-18
436,1.2198841371113717e-17,3.9982693968290324e-17,8.871946096514133e-17,-2.927537120194334e-17
437,2.2641821305958608e-17,3.502262660877849e-17,6.134532125268683e-17,-2.1852250530184828e-17
438,8.187738475025629e-18,6.821509981396735e-18,8.287342240646138e-17,-1.2270301105222529e-17
439,2.7549512539130444e-17,1.2255284604923762e-17,6.833492106188375e-17,-5.608885532661805e-17
440,2.118452256287654e-17,4.2506885209163236e-18,4.9957549513399267e-17,-1.5621521354000268e-17
441,5.767980676101097e-17,4.494154902061599e-17,1.0603107292975239e-16,-9.629065812109897e-18
442,1.0123717439136216e-17,1.9219193171515028e-17,7.366630387700801e-17,-2.2740435908233207e-17
443,3.0522161905309983e-17,3.221440460692728e-17,7.148446956874843e-17,-1.205390052534138e-17
444,2.0244789909534772e-17,1.3727039920102913e-17,5.617990660185466e-17,-3.186151929681396e-17
445,4.3422709722085465e-17,-2.397173491877192e-18,5.959814901419579e-17,-1.852704161350136e-17
446,1.735909475677975e-17,1.8325777432203977e-17,1.7056628827381705e-17,-2.6326600699580472e-17
447,3.548572837972778e-17,4.178998923727264e-17,5.5398903705889916e-17,-8.186639280811248e-18
448,3.654165295701717e-17,2.558916884105309e-17,9.08825104367787e-17,-1.9775545329734426e-18
449,3.658643582400082e-17,1.2720814968820257e-17,9.425837870061404e-17,-1.6542848325520506e-17
450,2.8401247942573987e-17,2.8545981893298823e-17,5.604181733584314e-17,-1.891444616428719e-17
451,3.0282269058598723e-18,3.870834858311054e-17,1.1952026797218403e-16,-1.576725633334153e-17
452,3.6463247593173945e-17,1.1240413772565232e-17,8.209223373287077e-17,-3.5810744085390116e-17
453,3.508310836188133e-17,4.6149298952533696e-18,5.84682620816301e-17,-6.522087189852528e-18
454,3.4849169917939746e-17,3.3888421729246024e-17,7.470882475573901e-17,-1.598466867645041e-17
455,7.030662952652442e-18,5.072133756937295e-18,1.8703279270139304e-17,-1.9317938429168618e-17
456,4.0992941948769325e-17,1.3624268571331262e-17,1.2220466555000402e-16,-3.9355497385267186e-17
457,1.0010880314590801e-19,1.8244522755735058e-17,4.455927245843642e-17,-1.0345223029645905e-17
458,3.2083697596873e-17,3.2164764843031496e-17,1.283055426933411e-16,-1.2886232220736716e-17
459,3.4751140495785405e-17,1.409717611712769e-17,4.22131374988682e-17,-1.636125401597807e-17
460,3.656227543011592e-17,1.7559360236543326e-17,7.280287449702322e-17,-3.910712403949147e-17
461,2.9664796022316645e-17,6.867114675249094e-17,1.1225065243520472e-16,-2.957311465500505e-17
462,2.3975002770530344e-17,2.3837534772250347e-17,1.4486296455759863e-16,-1.0600803030079044e-17
463,3.2071318228695926e-17,2.118406365832937e-17,6.430477573705706e-17,-3.212296730729905e-17
464,3.39726730948891e-17,1.773477061169818e-17,6.129099167636517e-17,-2.7385529348456415e-17
465,2.793923427645674e-17,5.1485719266959065e-17,7.33097435424529e-17,6.7401150121179154e-18
466,3.3858789775647736e-17,2.668353335925153e-17,7.264960939188467e-17,-3.3477936176680974e-17
467,3.43460566699127e-17,2.482341245212273e-17,4.967425514067676e-17,-5.1687720689741846e-18
468,3.9400206068155466e-17,2.6827914597418906e-17,6.389462386727325e-17,-8.461973428346574e-18
469,3.658019108981695e-17,2.1688030933061666e-17,9.497839487387184e-17,-2.0960846669642276e-17
470,2.131200445501005e-17,3.2737336489791345e-17,4.1851257970257606e-17,-3.3877413939322376e-17
471,3.762219295128432e-17,1.78006668252806e-17,1.1165832352552007e-16,-1.6448694401921024e-17
472,2.332544633797768e-17,4.164100649747529e-17,7.953024558453973e-17,-2.113621141168986e-17
473,5.167201062998813e-17,5.57824967934535e-17,7.694239796261467e-17,-9.933173826059772e-19
474,2.73446639346528e-17,7.536422392450322e-18,4.304214714141783e-17,-2.8139649114165546e-17
475,1.917841680757236e-17,3.3706701182549927e-17,4.9838369628041234e-17,-1.6609321611981158e-17
476,4.462595387809586e-17,3.157945642147822e-17,7.404202858749322e-17,-1.6636311721564248e-17
477,2.793660841935329e-17,1.1485532817244953e-17,8.491268289347717e-17,-3.8900381392346666e-17
478,3.977336640770797e-17,2.9060428517590627e-17,8.868412244934557e-17,-3.602571628722136e-17
479,6.208671732949985e-18,3.625892553439244e-17,7.273644492458984e-17,1.3222903456584721e-17
480,3.701922469823018e-17,3.5619060908947866e-17,9.019197460804108e-17,3.118530230126496e-19
481,3.738003782447218e-17,1.424453373526298e-17,7.213398211070263e-17,-2.603978129718007e-17
482,3.2409147458046404e-17,1.1166272208700656e-17,8.280988169138314e-17,-3.0086754120252604e-17
483,2.797472396707308e-17,1.68113964655853e-17,8.974418527016721e-17,-1.59469914086237e-17
484,7.960024303558528e-18,3.5185341079210405e-17,1.440912395665906e-16,-2.0191277398219065e-18
485,4.0719384212196346e-17,1.6601984015704504e-17,7.898172966528564e-17,-2.8918059795864764e-17
486,3.2543893232128386e-17,-3.817770398842109e-18,7.091704182738701e-17,1.4501471739853558e-18
487,2.894852552574212e-17,-1.0271499561880259e-20,4.03452475250485e-17,-2.5850277222038644e-17
488,3.51914527224074e-17,2.515388777775329e-17,7.38076322707927e-17,-2.6143793434306157e-17
489,5.167632408635129e-17,3.3878318600869866e-18,8.35900801060172e-17,-3.2094018877568686e-17
490,4.111066326843348e-17,1.431638682131166e-17,3.847566012962746e-17,-3.415796972904649e-17
491,3.638734111976942e-17,1.3081804771960305e-17,8.084042334667615e-17,-3.2488706465393544e-18
492,5.1679553799797303e-17,1.4947694313420776e-18,4.852522654340893e-17,-1.5604314071194338e-17
493,3.327792079003049e-17,6.527428113201881e-18,8.455269849382957e-17,-4.336905638023094e-17
494,2.054372016580532e-17,-1.5688475926483738e-17,4.038780379131733e-17,-2.7426406765355544e-17
495,5.674032650625566e-17,2.5522295371649012e-17,1.2115680486767742e-16,2.8608153623041317e-18
496,3.401589713300024e-17,2.6419906313383748e-17,6.38055892906187e-17,-6.9274932104442795e-18
497,8.246947491604359e-17,5.69943074017734e-17,1.0278020348152415e-16,-2.258669586621956e-17
498,-2.8780274542565458e-18,-1.5744929486899125e-18,1.9932172574918066e-17,-1.187152884506368e-17
499,4.453586866890409e-18,7.357473012612222e-18,5.007263463621604e-18,-1.280499145166701e-17
500,2.167454351261623e-17,2.966894080173028e-17,3.3754438656145516e-17,-3.2378462590253904e-17
501,4.8657432966639555e-17,3.73291982729856e-17,6.888856141678865e-17,-2.1224452570123238e-17
502,2.439393586598682e-17,7.413400889166673e-18,6.310434828856189e-17,-5.050675867440543e-17
503,4.252381114751576e-17,1.4958717695006844e-17,6.784669012370881e-17,-1.8810291296071967e-17
504,2.8763988221236446e-17,1.0645405865742073e-17,4.8045971678136745e-17,-3.1650037120918907e-17
505,1.6010027307063686e-17,1.656096335963199e-17,5.868934567118749e-17,-4.142217652960831e-17
506,2.644425455963455e-17,2.7750865987199644e-17,5.456365757912293e-17,-3.141168107073772e-18
507,7.710001301612074e-17,2.4439602239151198e-17,4.7988099820495017e-17,-1.2842045339535218e-17
508,2.52223285946038e-17,1.734764062871301e-17,7.137067760588901e-17,-4.332473646887926e-18
509,4.881235800510732e-17,1.425182931327754e-17,4.750398257699268e-17,-2.1221818780456747e-17
510,1.5121541887772446e-17,1.0019714906328819e-17,6.781690127750377e-17,-1.2965875503934376e-17
511,2.1564595666494618e-17,1.4031575249627376e-17,6.548567783313317e-17,-3.6083051998562696e-17
512,2.384418114247697e-17,3.629347498410399e-18,4.855668566046951e-17,-5.4747291855892396e-18
513,4.9062332602828557e-17,1.4556277685386298e-17,8.373542078956795e-17,-4.092826365405072e-17
514,3.30563194320374e-17,2.810737504948705e-17,6.299321223232371e-17,-9.035822530940416e-18
515,2.4681117825866558e-17,3.8737500211928846e-17,8.215282684929937e-17,-1.444599285255382e-17
516,3.537603166261798e-17,1.0242264333990836e-17,8.347671850065124e-17,-1.013750207343588e-17
517,2.294808931800108e-17,3.0016914930199066e-17,1.1326931320769086e-16,-2.2979893794429176e-17
518,4.014555981789071e-17,1.7126428155398345e-17,9.140985191020927e-17,-1.7884462983376394e-17
519,6.089229249563866e-17,2.0511687948499488e-17,1.0133086100629035e-16,9.261920567702468e-18
520,1.1775275871179974e-17,7.50229960696514e-18,5.23335292233892e-17,-1.9644955703073334e-17
521,3.425208954328963e-17,2.4450512083681734e-17,6.949099221775257e-17,-2.0019809653625888e-17
522,3.192244469528257e-17,1.799578271897979e-17,8.004653652614104e-17,-1.6797642172541157e-17
523,5.2155049057114105e-17,2.042704362390664e-17,1.1309850572692778e-16,-1.2788076372222693e-17
524,6.250896562412348e-17,1.4214915057766996e-17,4.456120761553808e-17,-3.653146291967497e-17
525,3.015322331897317e-17,1.955981362225712e-17,6.793861163018968e-17,-2.3156820941788817e-17
526,2.530491854995377e-17,1.5120969196514668e-17,7.4960753469268e-17,-3.0215132702762807e-17
527,1.6671527203923785e-18,1.782519249655227e-17,6.911449609238582e-17,-1.630892459425041e-17
528,5.228451092968946e-17,3.4467077911055e-17,9.453703354474163e-17,-9.784238961918825e-18
529,3.7186573248572935e-17,2.1325979724466197e-17,6.366603940269315e-17,4.459490443851266e-18
530,5.669968469294854e-17,1.6922650495452168e-17,6.652620607418429e-17,-2.6194108893159768e-17
531,1.978736935071784e-17,1.7816242592096005e-17,4.702023043681776e-17,-8.666694065868647e-18
532,3.410514366462394e-17,2.9485312498539374e-17,5.5259377413204474e-17,-1.2012895063903141e-17
533,1.7306129504848876e-17,3.329738594894524e-17,7.113989034511716e-17,-1.9893655237436932e-17
534,3.1665297433358936e-17,1.5790104472276764e-17,7.233515149254567e-17,-1.7082378216597578e-17
535,3.0982485979602446e-17,1.1401279203630321e-17,7.76324725861665e-17,-2.571046927117319e-17
536,3.4414355444910173e-17,2.0325028716287358e-17,4.5758434413274177e-17,5.392125507199843e-18
537,1.6777978407938253e-17,1.285135947885754e-17,8.411970093623004e-17,-2.9367991607269176e-17
538,3.7720550031273866e-17,7.52625631630753e-18,6.628058876687076e-17,-1.4814967835559738e-17
539,3.5898419974731025e-17,2.1643975127889897e-17,7.932981734034591e-17,-1.649867478249644e-17
540,2.8653509013104825e-17,-1.3868510838203236e-17,6.721240734721355e-17,-1.427744627431047e-17
541,3.4262938979811725e-17,7.381399630571306e-17,1.0036692338087463e-16,-2.885711504275679e-17
542,1.5936764651003726e-17,-1.3188236810735217e-18,1.5311344714312326e-17,-1.819951836345577e-17
543,3.469223360882834e-17,7.67487555082736e-17,6.254737317954456e-17,-4.965961042460349e-17
544,7.691907841574581e-18,1.8938387678494777e-17,1.9657777999302738e-17,-6.277131736897731e-18
545,2.6806540666899705e-17,2.3360671365737045e-17,6.420624731200346e-17,-2.9728175082442925e-18
546,1.482192410183811e-17,1.0685932892698616e-17,5.4550512215990994e-17,-2.156085885661236e-18
547,8.289767350071078e-18,2.2090366948102838e-17,6.011168143692807e-17,-4.9938598014743325e-17
548,1.9280154214028882e-17,2.2792147022121652e-18,7.131541028306127e-17,-1.0914481367234792e-17
549,2.0692273189692367e-17,2.452327836299728e-17,7.762787988488999e-17,-7.436923324330455e-18
550,4.2077933749792345e-17,3.8870939514210303e-17,5.490582395984973e-17,-3.568120089327856e-17
551,3.357146498925443e-17,1.7323713790718566e-17,3.445693272982558e-17,-3.434778157892335e-17
552,3.723689797555143e-17,5.697394612657502e-17,7.473374779233822e-17,-1.5773751800031073e-17
553,1.8869928790190044e-17,7.044178377240788e-18,4.9757594087162216e-17,-2.286608209486814e-17
554,4.574408123543855e-17,9.70471001914028e-18,6.506379838224668e-17,-7.277717931308294e-18
555,2.0755751230293898e-17,7.1596820121769e-18,7.183741355679533e-17,-1.2156209055463233e-17
556,3.784132580936127e-17,1.7656520645489748e-17,3.787002484531873e-17,2.601692561718725e-18
557,2.57902136435639e-17,2.737469335679061e-17,8.207830984928592e-17,-1.0437776257670905e-17
558,2.3835945309319013e-17,1.4433987524503818e-18,5.684862644215587e-17,4.5916546841661294e-18
559,1.636188407230832e-17,2.4972977435080333e-17,6.321094534357943e-17,-1.4895761049502618e-17
560,3.828388394868805e-17,-9.07924976038404e-18,8.139833645090662e-17,-2.906606694772888e-17
561,3.7253685821837815e-17,3.0265857811024476e-17,8.564388655341585e-17,-5.877596211728552e-18
562,4.522407306739653e-17,2.068874041347788e-17,5.733287665150799e-17,-2.8191116652522376e-17
563,1.8697728285007548e-17,9.177302805608148e-18,6.323406215178778e-17,-9.226414556254417e-18
564,3.2102075422090415e-17,2.813859128317437e-17,4.235029416213685e-17,-6.267459512400688e-19
565,4.748029827678363e-17,2.317795891921478e-17,5.702543829755903e-17,-6.904302915594289e-18
566,3.19892256071154e-17,8.653277483286943e-18,7.627113051801857e-17,-3.245822519770015e-17
567,5.171584975144536e-17,2.3711775493895285e-17,6.071731716088282e-17,-1.5443223625090137e-17
568,3.507287170764816e-17,4.24429342996137e-17,4.067746635396967e-17,-4.721979861196975e-18
569,3.2327002746372505e-17,2.062362609300159e-17,4.90591176723923e-17,-2.261705596770124e-17
