,tempogram_x104,tempogram_y227,tempogram_z374,tempogram_y207
119,3.613153355567301e-17,6.031220196952256e-18,4.946302535325471e-17,-4.280214925689257e-17
120,7.506584791097381e-18,2.172582218895295e-17,3.208266814723509e-17,-1.6371080546248066e-17
121,1.2480968550878432e-17,1.5302179069954128e-17,3.8195535281781916e-17,-8.154129908022098e-18
122,2.581514718473317e-17,1.9925149162851217e-17,6.397753461548057e-17,-2.125123417304891e-17
123,2.530837501872712e-17,3.168545867353061e-17,7.799335311597128e-17,-6.278013420850024e-19
124,2.837098659797192e-17,3.3093996731534225e-17,7.202417409863905e-17,-2.6971309961763587e-17
125,1.7091211554372438e-17,3.5708141602752966e-17,6.17060677652238e-17,-2.880412498206829e-17
126,3.755468744983058e-17,5.190805609216082e-17,1.0765514568826963e-16,-2.5017534811599297e-17
127,4.2663219904137536e-17,1.6909576989451723e-17,4.3119989994866525e-17,-1.521137457992841e-17
128,2.5323228723186148e-17,2.7391415905881457e-17,6.693242042982926e-17,4.6178729271622855e-18
129,3.250002814085741e-17,-1.6179898518105461e-18,5.576736791528982e-17,-1.4580795075048322e-17
130,2.7721875792553278e-17,1.8129416083307024e-17,4.6699535412376105e-17,-2.3563463820760087e-17
131,1.2943248420747136e-17,3.3063681451015734e-17,3.1505041858686047e-17,-2.96392095392432e-17
132,2.4201245552050998e-17,1.2185462329361873e-17,6.464478636418276e-17,-1.5469559802731992e-17
133,4.6188548645931104e-17,4.655660088591663e-17,5.881421523595121e-17,-6.775998443545447e-18
134,2.922979816724621e-17,2.066599279411409e-17,6.172269548668307e-17,-1.2432952109934405e-17
135,2.1384052502125425e-17,3.9041986574851376e-17,7.119004287116938e-17,-2.4709034793700563e-17
136,4.2374268919542455e-17,-9.837465938515566e-18,4.529677601243777e-17,-2.0993424716579505e-17
137,4.2526591685695546e-17,-3.809269641816556e-18,7.687596680596569e-17,-1.7070095086525377e-17
138,2.4982341569157926e-17,2.2252796457202378e-17,5.2052729762437975e-17,-7.598477058957734e-18
139,1.8827842671383282e-17,-7.686314822939946e-18,6.886856934502761e-17,-3.00554284169625e-17
140,2.815456810628445e-17,5.9424343108772595e-18,6.176759502239228e-17,-3.119876967277392e-17
141,1.2135090764501134e-17,2.3635428452807708e-17,5.1910777666594257e-17,-2.1699777019849512e-17
142,3.0242006144379027e-17,2.40504841770061e-17,7.039146245854184e-17,-1.7315082204519805e-17
143,3.304232870845934e-17,2.5359885793424952e-17,8.631869216570712e-17,-1.975973081123145e-17
144,2.1669085044230378e-17,2.2802116211061197e-17,5.4969962957112105e-17,-1.0254502210693289e-17
145,3.201461546052907e-17,2.2107475267408728e-17,4.9543703645580804e-17,-1.8673829912666248e-17
146,2.3766028042619e-18,-1.0219360349169162e-18,7.567556645093074e-18,-1.0640304345051815e-17
147,-1.2914401142621986e-17,3.348498659859344e-19,6.82575336152069e-18,-1.4814597770332428e-17
148,4.0376756860371056e-17,4.174104955438436e-17,5.701292736927568e-17,1.583994675350059e-17
149,5.716742288241653e-17,2.3714725749331172e-17,4.446253392250538e-17,-6.1481232259033896e-18
150,5.436634329014094e-17,3.0289014294439947e-17,5.0027432299033453e-17,-2.907772731116385e-17
151,1.9294102290010813e-17,3.465462650163744e-17,9.26634313297423e-17,-2.2509530697875802e-17
152,2.5236849862385928e-17,1.9696343535093958e-17,4.252495710043229e-17,-8.910034532189967e-18
153,2.031595445372339e-17,1.5403343389965966e-17,6.060067241884307e-17,-1.6224717320666722e-17
154,7.06243423972378e-17,3.0498629660058737e-17,7.268025482606031e-17,-2.663651358887972e-17
155,3.2105691948543276e-17,8.702496640785113e-18,5.53163903645028e-17,-1.077161007280489e-17
156,2.794330248601276e-17,2.047780127694361e-17,9.346961321147e-17,-1.3686452169780823e-17
157,1.4090495389548268e-17,2.8983752331985515e-17,5.323935586576784e-17,-8.883144848990244e-18
158,3.229044504566077e-17,4.542449636186444e-17,8.539017611619895e-17,-1.0902918890428637e-17
159,1.5892806491225346e-17,1.970535470861613e-17,6.416354224960779e-17,-1.2956782935640665e-17
160,3.41439306295624e-17,2.0837935942668418e-17,7.501003577397525e-17,-1.726916460938202e-17
161,3.643192539084792e-17,3.0090942693015136e-17,4.7550171631525635e-17,1.211987052005498e-17
162,1.842714151135893e-17,3.324896330913573e-17,5.011038668485132e-17,-1.5185738967757278e-17
163,1.8686063543635468e-17,8.590547482776784e-18,4.529544067935703e-17,-4.2190353257098944e-18
164,3.188835586377796e-17,3.949941242333433e-17,5.776586680330309e-17,-6.484359732439804e-18
165,6.281406961331266e-18,3.5220294925182063e-17,7.052804249141685e-17,-5.522100443211785e-17
166,2.4428309261073805e-17,2.759797505242589e-17,5.76946561768707e-17,-1.5830227665162745e-18
167,7.208750147333349e-18,2.0365806953924716e-17,4.743918551551905e-17,-2.1473228130480567e-17
168,1.7890411549510462e-17,1.336623842415096e-17,4.276760755681428e-17,-3.255220155601328e-17
169,3.9071210205741306e-17,3.1461545130301865e-17,4.476026426820834e-17,-2.032328551877305e-17
170,1.558521120000099e-17,1.3953347450784024e-17,7.189084591002484e-17,-4.9419320485532365e-17
171,3.2409602698771806e-17,2.2442444539494347e-17,6.528768259062738e-17,-2.9383200765782785e-17
172,1.2578122062686768e-17,3.819984663110906e-17,6.292603798135078e-17,-3.54621620329055e-17
173,4.3006139614383176e-17,4.2189590257522476e-18,6.140243188896925e-17,-1.8084249008306345e-17
174,5.3754260751464906e-17,2.319045425624585e-17,7.021049192919689e-17,-2.5220354086532676e-17
175,3.211815738432128e-17,2.450565508986263e-17,7.624145985692237e-17,-1.858198181109422e-17
176,3.940822267096328e-17,7.0584173868644e-18,6.524033244112061e-17,-1.0406654247038453e-17
177,2.1019859203578585e-17,2.0172293316906087e-17,6.622691853208331e-17,-2.3825504745318952e-17
178,2.768250393282942e-17,3.319468823535128e-17,5.615277209389124e-17,-5.323582776482388e-18
179,4.7013516432336056e-18,3.7330128470963365e-17,6.351527459803793e-17,-1.5178998030545545e-17
180,3.792083054323317e-17,1.469794439617471e-17,4.8984635454771607e-17,-1.0088421772138202e-17
181,2.2067882522038484e-17,2.175981551980777e-17,5.42271000849607e-17,-5.2325222172205745e-18
182,3.478601340422924e-17,3.3391605411160885e-17,9.612318842326018e-17,-1.1067907069914108e-17
183,4.629636934950138e-17,3.186383643264067e-17,3.796148199043745e-17,-1.6327762336639412e-17
184,1.85955570665308e-17,1.7004364869124616e-17,5.286742964346382e-17,-3.03884104730138e-17
185,4.839805292327119e-17,7.158613466489993e-18,6.487952944107238e-17,-2.298192848562067e-17
186,2.1363924487472348e-17,1.6867995200472742e-17,9.129032236876043e-17,-7.597651914500218e-18
187,6.034862166940106e-18,1.7589031028196058e-17,8.756719640553793e-17,-2.466933481247966e-17
188,4.077014258635519e-17,1.3305909309408469e-17,6.24628682186126e-17,-2.057775133666117e-17
189,7.466470639750061e-18,1.3549693215969203e-17,1.4378078178140844e-17,-1.5672844232615448e-17
190,-7.071003031093426e-18,-9.464381127762469e-18,-5.452511997344382e-20,-1.3444867698582849e-17
191,2.4421998325592637e-17,2.816190402826881e-17,7.040301497194391e-17,-1.8748722211554152e-17
192,1.8474447649786642e-17,4.133892343454223e-17,8.072602263094218e-17,-1.1020140229889414e-17
193,2.8363079268450123e-17,9.940451487014248e-18,4.8893808261304616e-17,-3.3681894720090962e-18
194,4.1181627696080056e-17,1.7274650704604708e-17,5.3219248270104953e-17,-2.180594495523533e-17
195,3.142440019423244e-17,5.66185619443988e-18,6.121085690942502e-17,-1.3980759560867927e-17
196,3.477356020998994e-17,1.6719680027549824e-18,6.923117800048105e-17,-2.2834441624782196e-17
197,3.511718486385696e-17,4.26248915602202e-17,9.798435905008823e-17,-1.4234176477196362e-17
198,2.7729630003001506e-17,1.2340484179886365e-17,5.4956290555072404e-17,-3.585591121153282e-18
199,4.239440656894917e-17,4.246296850541379e-18,3.8633826479403216e-17,-1.3848514966838004e-17
200,3.9750400035043304e-17,3.1295983537608785e-17,7.952780570771952e-17,-1.9011383333072332e-17
201,2.6537945670183373e-18,2.602235246745369e-17,4.6268218355742855e-17,-5.062637811859896e-18
202,3.79561750666179e-17,3.2650933460205694e-17,5.3404726585866697e-17,-2.5734715151738757e-17
203,1.1566397123942977e-17,9.108228096605733e-18,4.6369995602010106e-17,-1.7666713773428086e-17
204,-2.7974805642313173e-18,3.415396416109681e-17,9.482529197121616e-17,-1.5464886695312706e-17
205,5.218021487893418e-17,1.2859539742977057e-17,8.476822736577291e-17,-1.3771834110895084e-17
206,-4.352616775736724e-18,2.7413863265840717e-17,3.851783075211557e-17,-3.301049186168416e-17
207,2.792482902342422e-17,4.7502728071799107e-17,8.470550333836301e-17,-3.456320553459997e-17
208,5.131233357768669e-17,1.1629123880726838e-17,8.547221334894819e-17,-1.9411712092490548e-17
209,1.960097987829617e-17,9.58131862684772e-18,7.15040456881129e-17,-1.7730952976232458e-17
210,1.7005566502983318e-17,1.5797330785992837e-17,8.037720056278593e-17,-3.179211541420453e-17
211,2.4767124889159533e-17,3.2296852575681924e-17,2.8993731089412095e-17,-4.5596629562911794e-18
212,2.5444455543493057e-17,2.355310597012388e-17,6.006355199954453e-17,-1.2499394397178896e-17
213,6.402453369404287e-17,-1.0230216880148212e-17,7.744621358069716e-17,-4.412185084569244e-17
214,7.12902383324913e-17,2.1924205618930767e-17,8.539694087250081e-17,-2.7588846194759186e-17
215,2.0527074688560014e-17,2.613981771019395e-18,1.1970507956960903e-16,-1.9020903426139608e-17
216,3.0262065215373444e-17,1.5527679212277598e-17,7.22711090266937e-17,-2.184104732692358e-17
217,4.9008296866989406e-17,7.29967335091008e-18,6.858901691791337e-17,-1.3854175876258489e-17
218,3.3326734324498345e-17,-2.79321170650172e-18,8.194309357727853e-17,-2.5318546918417398e-17
219,1.7232556867452148e-17,4.0244105189489984e-18,7.02603737665654e-17,-3.3173248042089985e-17
220,2.688962902278245e-17,5.102468498413952e-17,6.245757715314232e-17,-1.5455050035555581e-18
221,2.5541450218216333e-17,1.096903837606154e-17,5.3099865298352614e-17,-1.6375315289427874e-17
222,3.7909267385278817e-17,1.4188198731541114e-17,6.377692046648946e-17,-7.057049545099733e-19
223,4.548106672615066e-18,3.5194889122680335e-18,7.906972114820987e-17,6.066194305402407e-19
224,3.413575959101741e-17,2.588975476745302e-17,6.436614827172479e-17,-1.658940061248042e-17
225,2.5955983312848245e-17,1.323444449588648e-17,7.753445062258824e-17,-2.0028511342428668e-17
226,1.5786048930919517e-17,2.8792826786494205e-17,8.065703103188853e-17,-1.718227811725024e-17
227,4.3313994612535285e-17,1.4673985808448066e-17,5.040452310226729e-17,-1.0060409577881749e-17
228,1.5095503935762236e-17,2.6876991339807895e-19,4.3206507747143204e-17,-1.1239505490283426e-18
229,1.847625843362276e-17,7.653318034290016e-18,7.419762502730779e-17,-5.946908199156703e-18
230,3.4865496726620715e-17,3.4698169818770126e-17,5.571185607541477e-17,-3.1700662750666136e-17
231,1.4099693413330328e-17,2.7087630821625945e-17,5.2874085498613107e-17,-2.6538824356466047e-17
232,3.068811809815968e-17,2.7819675601200897e-17,6.208978146321851e-17,-1.6983075765519077e-17
233,3.3521099139484307e-17,1.6295626562247438e-17,7.452302615660268e-17,-2.2960085818359614e-17
234,4.017241804753714e-17,2.0266114025937438e-17,7.533509506947275e-17,-2.3593175530147306e-17
235,9.72117746080884e-18,1.3392231248780448e-17,2.865069020808022e-17,-1.5739870753188282e-17
236,3.769300091666566e-18,-4.586149080912575e-18,2.4505205180203937e-17,-1.5956995062489752e-17
237,8.9926989232986e-18,2.0364624470892692e-17,1.5064620290232498e-17,-6.466860229671137e-18
238,4.085204065407275e-17,3.2223242383650256e-17,6.551090105262562e-17,-2.6946477994004767e-17
239,2.494308727686625e-17,3.0595723492624435e-17,4.082726671743832e-17,-2.0632401584570952e-17
240,2.499645651482693e-17,4.323463455843092e-17,9.877399609382019e-17,1.5784387187316824e-18
241,3.4632494086010855e-17,1.2296232494215008e-17,8.218216499221412e-17,-1.828874388063681e-17
242,4.033259782084522e-17,4.824080557961943e-17,9.228412915237748e-17,-2.347449638393173e-17
243,3.9921138906952846e-17,2.251185060056159e-18,6.992782411549822e-17,-4.3479563427056675e-17
244,4.313897745330008e-17,2.889215125425759e-17,1.0703295801747479e-16,6.4409346592867665e-18
245,1.749203391094113e-17,2.292222897095114e-17,7.885469900231918e-17,-4.592210658900739e-17
246,3.456029975817717e-17,1.3635630377797209e-17,5.981451034539064e-17,-3.737675477381208e-18
247,3.902005721379687e-17,8.196736393439589e-18,8.265582811947346e-17,-2.565657587301965e-17
248,4.50828994938193e-17,2.124652643942391e-17,1.3669120832345954e-16,-1.421204126276152e-17
249,-4.674070561875538e-19,2.1077243674445638e-17,8.953446931977793e-17,-1.8106223539491502e-17
250,1.9067033654411384e-17,1.2543032630545536e-17,2.8889860870059104e-17,-7.424173695530015e-18
251,4.618108792680168e-17,1.717800514833301e-17,7.048721021605105e-17,-8.660009804665404e-18
252,3.2680851118855735e-17,1.4729893389995032e-17,8.705740998494894e-17,-1.4261204251508474e-17
253,1.5830295901880344e-17,6.699665994172677e-19,6.871149859662435e-17,-4.8414156007297e-17
254,2.3857098201914107e-17,2.1696910698281984e-17,6.81261076846633e-17,-1.2898089972537175e-17
255,2.2642509292290813e-17,1.877245953106755e-17,8.359129160119667e-17,-5.4894070641791724e-18
256,9.178908230136853e-18,3.3373411846029055e-17,5.033808425793755e-17,-1.0279937669849048e-17
257,5.290423001183254e-17,2.703196651861929e-17,6.021674720307702e-17,-1.8116545980541858e-17
258,4.7397450115597077e-17,2.1891656429911705e-17,3.5979754991236534e-17,4.2658714290845545e-18
259,4.65942803097376e-17,1.7255708811175314e-17,6.967830462689924e-17,4.3417921194114225e-18
260,2.203542520378369e-17,3.186057441772933e-17,7.239911679242007e-17,-2.513191603617784e-18
261,3.343655255902375e-17,2.0462646403294362e-17,4.546170507946322e-17,-4.439458658546716e-17
262,6.305032299609477e-17,5.67581459240744e-18,8.458134690023342e-17,-2.113298234233895e-17
263,3.1420314447498905e-17,3.220746416847148e-17,6.323739453429014e-17,1.2714132723375984e-17
264,3.27765058984796e-17,4.071618391994575e-18,6.672719970605327e-17,-3.629571964532328e-17
265,3.044744356723864e-17,2.183123013313704e-17,4.9374398325420656e-17,-2.8064919230825435e-17
266,3.381085632724473e-17,2.0298828272551206e-17,8.21320314501156e-17,-1.9036413710636265e-17
267,3.5735767351888906e-17,1.3844019251809357e-17,6.513474004530678e-17,-2.1860727648773097e-17
268,2.801129216553748e-17,2.3067494154195854e-17,4.334551161228447e-17,-2.7400925052745322e-17
269,2.3110186394093442e-17,4.74184540340333e-17,3.7176351118340216e-17,-3.011011310806244e-17
270,3.130370875111565e-17,1.4444950373505812e-17,5.863181143080847e-17,1.4995891852454134e-17
271,5.671946870411996e-17,3.29144556461108e-17,8.112768584704733e-17,-2.147874321359521e-17
272,1.9872311424015385e-17,2.1729876691525413e-17,8.190563905264717e-17,-3.5497956740904063e-17
273,3.694246481842912e-17,2.0496496636766286e-17,6.50176050777854e-17,-9.132895748773277e-18
274,5.3658843197606244e-17,1.6843311762071748e-19,6.314277672527545e-17,-2.939216176230719e-17
275,1.7254787959251302e-17,4.1283729859872e-17,4.863779453592365e-17,-3.60565265687095e-18
276,1.2003095867722296e-17,2.9071721208512907e-17,5.162630446314426e-17,-3.0545287580691216e-17
277,4.091070157279699e-17,2.2492531143218666e-17,6.96932596307854e-17,-1.080956850950337e-17
278,4.899394471588594e-17,3.5923044256285555e-17,8.143201756474622e-17,-3.62810899334155e-17
279,1.3524290161307979e-17,2.1773365639360888e-17,4.1356526319089145e-17,-3.5685344098433804e-17
280,1.1263844356708463e-17,2.5192159495971418e-18,1.2935463673050949e-17,-1.7743939974278268e-17
281,1.4802403236506142e-17,6.722513767401549e-18,6.677578612871985e-18,-1.756506539492414e-17
282,4.437041917814033e-17,1.4606993476834091e-18,5.669588307702041e-17,-2.0933639103880146e-17
283,3.95840099201257e-17,1.3503114850665548e-17,3.0391138984382436e-17,-2.3487555643700425e-17
