,C_y,A_x,C♯_z,D_y
130,0.3870053039556581,0.6440429189556713,0.4819176262979467,0.6059367470640323
131,0.4342169264862683,0.5754255335660924,0.4514743528438987,0.5365646755883351
132,0.5110168281689733,0.6800623020403274,0.5111942647785183,0.6198398221242208
133,0.4984725953681302,0.6913004643894015,0.5454302605752853,0.5976606954239472
134,0.514881549666104,0.6347798443178339,0.4665857493419003,0.5582026626889575
135,0.3802793832553268,0.5347024405847426,0.4388699133420146,0.5246352566854248
136,0.3903714303351644,0.5990012709231552,0.4276548973738794,0.5993752276085843
137,0.5111649135892686,0.6186860404489237,0.5040204934281477,0.7095275958961458
138,0.353622042861086,0.657662864209129,0.4932394312481312,0.5640326164942187
139,0.430275724869832,0.5754028696053893,0.4767222297247009,0.5868749405697687
140,0.4585361679432358,0.5996721348596373,0.4780008103491349,0.5875794278985429
141,0.514062352273981,0.6005778183585792,0.6161902769935635,0.5798593400018213
142,0.4545361654392857,0.5815950344261996,0.5223961403577141,0.5828015949671038
143,0.4991016533410924,0.7167887623791745,0.5502941589005029,0.6382757702200249
144,0.4761679320889941,0.6754078813227385,0.4758809771744707,0.5843210725905049
145,0.4613422985876809,0.5982242202580202,0.5719801245450856,0.6436578452873198
146,0.440874622759034,0.5737079690900916,0.5601477669347678,0.6076532873668878
147,0.4801831797281463,0.6872631121945121,0.5807232472057965,0.5733176157698027
148,0.4156293572181361,0.619398660306464,0.6355780684855149,0.6918411383308184
149,0.5506245064374603,0.5355161999414964,0.5929157000586512,0.6390857993136051
150,0.3903795228726366,0.5057714536787531,0.557715527231559,0.6573368584866935
151,0.5108688422366979,0.5838964813505001,0.5631050590322109,0.7840315741585725
152,0.3555431797048636,0.6787864302786973,0.5137010469549675,0.8285274194767496
153,0.3431372433728943,0.6238262628411609,0.487599833952367,0.5911349744930271
154,0.4044023100785592,0.5018506556816053,0.5298918165640422,0.7631392301830733
155,0.4623580170416803,0.5318099371927251,0.6337756265344975,0.6026770018642423
156,0.3464706202221226,0.5256858164497696,0.5288691078312833,0.6211952517439836
157,0.3534982198760068,0.4575619304401032,0.595018850834886,0.6690157791362044
158,0.5035573655825142,0.5898943245344409,0.6431287573955129,0.7901204565369957
159,0.4133103003563678,0.4813109785977404,0.5222736664427056,0.7256269988302847
160,0.379296475343268,0.625838231176718,0.6793661730356253,0.6179283334500504
161,0.429593481458298,0.5216465839145282,0.5671255550472488,0.6268532390227409
162,0.4997043602881779,0.5583560901844679,0.6267844901555021,0.6904803442474309
163,0.419720048565323,0.5519780884726607,0.7078438575541451,0.6644848885129248
164,0.4032532689436793,0.4268755923505352,0.6217033189392225,0.6917071231092978
165,0.4423638672980496,0.5302089276326425,0.5691590888930395,0.8091259136629873
166,0.330496714671037,0.5243385754431378,0.5570411711636089,0.6901116720674793
167,0.4268484687242004,0.5646485367572082,0.5547810334208552,0.7849816543761193
168,0.4643203207465207,0.5811705866271635,0.568219771993366,0.6253611298125809
169,0.4037972997886183,0.5919519030418064,0.5119954914955208,0.6041119848926711
170,0.493591723804923,0.5073185754986015,0.636221254162854,0.7479035722228434
171,0.3997775039526972,0.5567457900544077,0.5059954336643911,0.585319394436371
172,0.3920665001660574,0.5192077233157293,0.5463477385779946,0.6804416016246281
173,0.3747315119725134,0.5934963518919183,0.6621008234529774,0.7238562303325963
174,0.349259307108473,0.5077702482006817,0.5668837662328846,0.7259824128164468
175,0.385898240498163,0.5431400670814577,0.6228100393654882,0.7244905328446923
176,0.4610395589019918,0.561757804833742,0.5868575382724552,0.756056814631369
177,0.4376567198330943,0.5032600320931339,0.6255471273132134,0.7735153714055297
178,0.3804192250440237,0.5580374385776955,0.4731940695203766,0.6051380140883006
179,0.3589339041781718,0.505728507141633,0.5508660658724867,0.6523322210097166
180,0.4346462012653576,0.5090682914523882,0.6558853857405881,0.6954237894272121
181,0.4276555891238471,0.557281768306061,0.63409258933182,0.7067969156368772
182,0.3387287518974234,0.4844552360347268,0.5174389633262378,0.5693369864551941
183,0.3898677385132849,0.4826624670954829,0.5623277443579556,0.6398885726113277
184,0.4509783790407315,0.5432991154928213,0.5803183572762399,0.6244331567915942
185,0.5039198301228113,0.5360120652056289,0.6689694639002596,0.6974641658332872
186,0.42081177361541,0.4933705831904647,0.6267913409517915,0.7647552617847828
187,0.4278831977689569,0.4954487294720151,0.5770312774740766,0.7582167025577441
188,0.4690793140747749,0.5195228013498921,0.6400014294714922,0.7112390348413179
189,0.4627006635941484,0.4912771593293684,0.7071733952337501,0.7810979521520022
190,0.4325259017257368,0.4684497742138627,0.5505433051624251,0.6067492909666826
191,0.4902017563955179,0.8024410707970998,0.6005752352634046,0.6273115944684245
192,0.5734731156718912,0.7150557750717182,0.6462692315860289,0.6761381757638588
193,0.5715014292311317,0.8555728112411787,0.7418797860138052,0.6653864692550281
194,0.5874763282494887,0.7401397890174533,0.6992641701323422,0.7418545281064303
195,0.5474834711750572,0.8610396015679519,0.7451451899643637,0.6878645157251286
196,0.4929441392931459,0.9318580813534568,0.5838568013685754,0.6889814012434287
197,0.4353537119990983,0.8544430575179671,0.763633262173144,0.7049991921829867
198,0.6039298443665441,0.9350307078606478,0.6792447714917942,0.7458436752874208
199,0.4767702917064536,0.8967841901734112,0.7761749934514482,0.7100241614509879
200,0.484217478891832,0.869851182352441,0.7297264657927083,0.7305231543640239
201,0.41493900053171,0.9714700649805692,0.6770898681998151,0.7279715167281925
202,0.508971295604228,0.9193004209752536,0.7616879778001934,0.8131928459321168
203,0.4258666373305314,0.8966962168880762,0.7493458386875123,0.8001268996374629
204,0.532286489710052,0.9437275917378076,0.6468646908925798,0.795743883441487
205,0.4843448408243512,0.9568949058394822,0.6590081585877315,0.8377158683280334
206,0.4894869887102627,0.9727762696500112,0.7982208959576328,0.7616891226435404
207,0.5201269899260659,0.8387327431284671,0.6340307873140923,0.6891915554734279
208,0.4327203367245806,0.88725631189129,0.5948621156124415,0.7274034552572064
209,0.4603653753863719,0.9199495760261956,0.6325597942652724,0.6775517206247675
210,0.5046169559764243,0.8499062886979375,0.6888361599813809,0.7726673893814575
211,0.4690481244127933,0.9559532529146014,0.7094982996892636,0.7029629774596419
212,0.3498700097450101,0.9806622967922676,0.5218977619210398,0.672190145805971
213,0.7259113682339372,0.8709170216752343,0.8226496651435241,0.8157828318119061
214,0.5621009254789806,0.8037825761111049,0.6173181919232813,0.6559911298678657
215,0.592114098616647,0.8181802697517601,0.7325263115997416,0.8661806153638368
216,0.5093961678578355,0.9766294362589022,0.7117213024808985,0.8500159669957293
217,0.4552949323039598,0.7518305612501477,0.6334092912129532,0.7694186111955279
218,0.52999815797808,0.9460488701563432,0.6639643336523768,0.7076135206110611
219,0.4472063282098109,0.9975119716599952,0.6990923453725824,0.7324520115773878
220,0.4863085597332702,0.9408679979749808,0.6636761753894254,0.7438031056232864
221,0.4358570652327384,0.9350673370632058,0.6307560477141921,0.6699166208754118
222,0.4733643723607921,0.904271349760923,0.689090273345288,0.845279772783893
223,0.4138435875934148,0.9294908972302728,0.7260124658108179,0.6989742230055266
224,0.4676970302157141,0.9855031526895566,0.5775945948916181,0.6710836659975646
225,0.5584734891879223,0.9163742289988752,0.6558763086641796,0.6747652307259719
226,0.5164106302411043,0.9981520479393078,0.6367540724526632,0.6307951747859796
227,0.5304412631951653,0.9320972315811056,0.6848523135170687,0.7579877094024097
228,0.4626619005680214,0.9103109381193296,0.6397575418253375,0.7477663039352334
229,0.4265189139741768,0.9260559487217443,0.7131358482271466,0.7289613687670163
230,0.4730268093175179,0.8886146673886905,0.6800063727699289,0.7719413280986441
231,0.4655658092464941,0.8809649152332703,0.7070453159279356,0.7539194391982124
232,0.4878815007772617,0.9380777550615936,0.6743084881431631,0.7689885177090536
233,0.5307563550453661,0.8569631140391066,0.667838738765015,0.7155882559540533
234,0.4443481970292154,0.8918892265590639,0.6357638534186535,0.6487980056136432
235,0.4152597131621424,0.9238078764486898,0.7013409591878381,0.6680044689872573
236,0.4155936448812871,0.9572769028588284,0.6421111679165292,0.8056009901951309
237,0.6570927730282897,0.7276685969566797,0.7878994047621521,0.8164409341514492
238,0.4317706670099761,0.7398474438379757,0.6808843813551154,0.7906160708744615
239,0.4195331830018241,0.911254359809945,0.6006237719557334,0.6959301493192506
240,0.4675611311951171,0.7598501382863242,0.6216602630571803,0.6649957882367171
241,0.4756632798407108,0.7639476823673097,0.7210440363235358,0.8109779692624554
242,0.4629553465990197,0.7887754955513072,0.5486122194380332,0.6507730562671656
243,0.5379971003970244,0.7448866140394039,0.7112871035445961,0.7757076557765465
244,0.4643920866135711,0.8227945195269234,0.648893370728477,0.8449442791010938
245,0.5593211665880072,0.7953640711496379,0.7346229073703472,0.90106617186119
246,0.4922149016769765,0.817167989470159,0.6129218892868399,0.6752387314526823
247,0.5137845243319662,0.8476442929906379,0.6573563732545834,0.8069318115162503
248,0.4901924648139144,0.8475721605004773,0.6182771538697284,0.7302750043921526
249,0.656094668749894,0.7387696063145078,0.7099328124757531,0.821089297910052
250,0.5296843900380256,0.8401882668342185,0.7382451284336874,0.7521513534997197
251,0.531885414861195,0.8834250971850951,0.73790409318462,0.7188211713695886
252,0.5535276155881192,0.7396212675332946,0.6447056131036063,0.7660748011425421
253,0.5211165092726776,0.8426062521834904,0.5959384208728784,0.8305024337472116
254,0.5350332327044672,0.7893933552733028,0.6996361289757628,0.7357199032623135
255,0.4536535415177923,0.771478970643967,0.5958138422846813,0.7949085560424652
256,0.5759225385454041,0.7604096088209231,0.5604655311998766,0.7636196463395529
257,0.513792977977518,0.895163471876555,0.5258402111056312,0.7388854375087711
258,0.5615352731170792,0.7797891136169829,0.6220623394081496,0.8431258684561512
259,0.5033075845349412,0.7116376720814905,0.6856459115756753,0.7947976728970563
260,0.4725486407509589,0.7859185012315443,0.6059020696800838,0.715706355734809
261,0.530663632059064,0.7774281016980845,0.6275235321704247,0.8124751541896179
262,0.529158957826331,0.703113262879883,0.6673045235657543,0.763584038523964
263,0.4940632717822015,0.6928017633775106,0.6985263406950445,0.7789984383390746
264,0.5570235439877318,0.7899313905499173,0.6145862098062415,0.7760670271108179
265,0.5897045412523493,0.8617716533549361,0.7696532257040188,0.8977466151795744
266,0.5315791689698431,0.8022659646017409,0.6195238568613705,0.6387671681302122
267,0.4976722688784508,0.7810985346986845,0.6609056508139196,0.7024683518806857
268,0.4691272129690181,0.79567792389404,0.6638819682000531,0.8324957523978016
269,0.5567982032003557,0.7404852672081078,0.6784275445538425,0.7421531582480041
270,0.5533825961227558,0.7912900733358678,0.5903583716129968,0.8107481800940564
271,0.4862503969081403,0.6860138427421055,0.6651056842195704,0.8661098790771966
272,0.5113327309594136,0.8207889887142875,0.6800730387399988,0.7190808687739475
273,0.5704124038499313,0.8832243470919726,0.6759818818102258,0.8080749939328458
274,0.4643264848846825,0.7870692303105882,0.8048230376943404,0.7816227528364483
275,0.5586759109732736,0.7381541362021359,0.5901959994154428,0.8364740666084262
276,0.6234436244508071,0.7544754223418161,0.5988986293129573,0.7866682984343717
277,0.4527848281156794,0.7680724098714463,0.6951619575144408,0.6363599608938487
278,0.5403656056872451,0.7926147768302177,0.638521456799695,0.8293200146481999
279,0.5487346511895375,0.8447574196884567,0.6393509054616219,0.7283372643827949
280,0.5131961002551999,0.7625557301861746,0.6849440803323671,0.7012830911082988
281,0.6419917829059724,0.7460244883997195,0.7017964315620171,0.7941934135827248
282,0.4757246821078826,0.4983052327792031,0.5742666002906243,0.6911828891598778
283,0.4728998334578506,0.424367961765955,0.6976961132562085,0.8026925206093835
284,0.4589010263898751,0.4814304809425971,0.5997774062202963,0.7331550590949564
285,0.477152391625309,0.4827932229010298,0.5985957304642806,0.8413594139905856
286,0.4877064804543118,0.5105605056878985,0.6545806156557804,0.817229793291427
287,0.4050951557239123,0.3997442843883964,0.5469626510703901,0.6960642171139629
288,0.4410936761039943,0.4677757144025296,0.523634995639291,0.7547175030881007
289,0.3625566884910055,0.4452088748392184,0.5204803797969765,0.7527596360451324
290,0.3801779713622704,0.497111500336201,0.7044676561794897,0.8040042154288156
291,0.4164698761303743,0.4450810664052028,0.5175949616313041,0.6403578649787376
292,0.4556048794542198,0.5059982360217811,0.5132603698178534,0.8321371262010722
293,0.3808042428439762,0.5029844938727955,0.4688851521480135,0.6615448104146735
294,0.4210710063799976,0.4481692929145966,0.4483064444362284,0.6087410055537292
295,0.4684085779020654,0.4590102679367223,0.6077129447167942,0.6916657937833074
296,0.3957457424838499,0.4476813163811064,0.5581143790624723,0.8366709637160367
297,0.4840407083851315,0.5523811192069289,0.5995886156754514,0.7381977493877437
298,0.4303623508498495,0.4309891161880865,0.5032228831860645,0.8012266727713387
299,0.4535400294091828,0.4284849163513028,0.5403333762467688,0.7416388869531145
300,0.442163443120349,0.4698212573862544,0.5000264414062078,0.8275361594019456
301,0.4024192021693193,0.514779113988684,0.4826582768824095,0.7905726758086379
302,0.3684511413295261,0.4546775203496027,0.558694144986481,0.7845862358987977
303,0.3766595598624546,0.5414258133888585,0.5062129013623772,0.766726803548449
304,0.4291128335352922,0.4348025238529595,0.6069506904378734,0.8003990827899674
305,0.3951754990503535,0.4247676693557971,0.5686399722588518,0.7045295622434398
306,0.4123904776229769,0.460627461821308,0.6000990061298158,0.6862308169294767
307,0.4271433449091133,0.4500460067962335,0.589102108970815,0.7066774756791109
308,0.4111331673082898,0.4559806064030979,0.5459520567935292,0.6961794806408035
309,0.3932354498656369,0.5313916720534523,0.4399634461727271,0.6899808987896326
310,0.4619548491586272,0.5716405247694273,0.5684572151683518,0.7514570325254418
311,0.3673545854232316,0.4602074299996749,0.5249882931739221,0.6481649609253736
312,0.4198232324048407,0.4483482312578385,0.4930296831607713,0.7347421120740031
313,0.3465434486136798,0.5090448984561686,0.4968387430532501,0.7208232576826888
314,0.4736886159506651,0.4220744418497419,0.4888064783308967,0.6932503082790725
315,0.4411550720013041,0.5089294583392626,0.5711049125450588,0.7604274814665809
316,0.4412927564584264,0.4435508674986009,0.5542800808591876,0.8427792058156086
317,0.3234712575546435,0.5414043311320546,0.5963423401909494,0.777286709085491
318,0.4190015408901015,0.3846680986502258,0.4888836225594875,0.8436221514413164
319,0.415104174009776,0.4186449598797389,0.4962739087228392,0.6306774280650115
320,0.3956849942586237,0.4947941714483972,0.5493983880447529,0.7441021459867797
321,0.4021623680752504,0.4573916625178813,0.4661566525480722,0.6820582894518711
322,0.4242986789377217,0.4008162026367218,0.532929272779135,0.6729611507262101
323,0.4261859072667049,0.4685562564102083,0.5102802789095034,0.7222269511345106
324,0.4080759603675656,0.5579260060459815,0.5171842016013181,0.6954229673787181
325,0.4423920890788873,0.4747553480068996,0.5598701269448343,0.6936595227523101
326,0.5498892868282388,0.4382138976892971,0.5426130067538769,0.7685762613891706
327,0.3986458422362182,0.4418367656024987,0.5823302741327763,0.7515196484968154
328,0.4112169882927136,0.4382465102816617,0.5127998301198801,0.7136565631024724
329,0.409073127054391,0.4658710534488718,0.5558163045812344,0.7651769753023547
330,0.3480095579447455,0.4633584007893351,0.5549102236013407,0.6950061711394383
331,0.3903185444818279,0.4789817519385568,0.5561166726175365,0.7144049723976035
332,0.4153586692900203,0.5204143789889869,0.6208226660504891,0.7080641473539405
333,0.4038556304789621,0.4355139016775893,0.6113467354865922,0.8367873649483633
334,0.7934751164875933,0.5401914420551436,0.5677576077289926,0.82467731591748
335,0.7924014152469603,0.7817419616127954,0.6712251353069373,0.7201622659053618
336,0.8636454231017908,0.8368159833370769,0.7313409014303396,0.811297674549389
337,0.4432288077474653,0.5240954772164237,0.642596794554204,0.6853085905859366
338,0.4988175859226009,0.6329280244129148,0.6525485298190482,0.7574772395368377
339,0.596280943428765,0.6786506172972522,0.7636999053600918,0.6827104721842862
340,0.4869474549426213,0.6201622004662983,0.7165896062650291,0.8303163454867638
341,0.5133447603559868,0.558987427767082,0.7315717616527238,0.7310829887786764
342,0.5290649854055051,0.6398668743220574,0.6489475166715023,0.7234154980303679
343,0.5385995088152596,0.5923895494268722,0.9107492523691324,0.7591279211899113
344,0.5177958865613858,0.6022264611310664,0.6810657867472486,0.8280013416448265
345,0.5058371161069123,0.541119669511417,0.5690487231131957,0.712450686246734
346,0.5741203436127715,0.5103846701806737,0.6448116992981339,0.7758817591054413
347,0.5765284625189985,0.5792062062037656,0.7003588779458995,0.7084911244170226
348,0.4425936125192887,0.5329438672673724,0.6917677800936214,0.7365521294554641
349,0.5828723723341268,0.6965516688064838,0.7201571170154017,0.8860910203362325
350,0.5081446837601776,0.5689568961775244,0.6964660311645342,0.7002947998673149
351,0.4627178132413179,0.6010706691921042,0.6960631883187741,0.6612677760514133
352,0.5244041190085215,0.5025854701402629,0.7410213607370046,0.7081860818003601
353,0.5325853315485979,0.6118585411873559,0.526754078338406,0.65096096691353
354,0.5802645573563017,0.5893535781157228,0.7288635909313194,0.7446103470785407
355,0.4176934395622949,0.6318079025783394,0.7068370211758065,0.7075493454479291
356,0.5931503347299555,0.5763356610170797,0.6610603145561683,0.9102933493958778
357,0.6510857653648155,0.6097268826899148,0.842173852624395,0.9150929094132466
358,0.4463448544701256,0.5564021335969743,0.6677905372362667,0.6466131452926902
359,0.478043993900035,0.5809796832265952,0.6682625945035188,0.7903439300723262
360,0.5521912454119023,0.6553962440064768,0.7456229330754217,0.7486885466020127
361,0.5242378339704431,0.5682157998079976,0.6372241122161934,0.7729722952184771
362,0.481002968961084,0.627238164726235,0.7277089584492686,0.7215184892818538
363,0.4592548670535539,0.6171507913489743,0.7157388209762742,0.7320177448877522
364,0.4396767893190909,0.5848478048892397,0.6840596081630701,0.7121709571976949
365,0.5482684156422016,0.6619728156532315,0.67156447100558,0.6801747249158291
366,0.5781946002072628,0.7019891670300448,0.5941060583867473,0.7722111142536247
367,0.4594955621079062,0.5918054544870687,0.698118061423853,0.6411766326665455
368,0.4401802107547263,0.6062656392210678,0.652000389028852,0.8230524070452522
369,0.4964783181557282,0.5642045066075879,0.6306258695431973,0.8657213520695949
370,0.4955444194582599,0.6143978940066672,0.5664855630150926,0.6856864137196356
