,C_y,A_x,C♯_z,D_y
0,0.7241234701869198,0.5508758707876212,0.6663171658895276,0.6918499962617634
1,0.6900389844319276,0.6163353737066576,0.5844204866621264,0.7891879984715722
2,0.7284582458361534,0.5280830111101753,0.651726155675147,0.6236663580866207
3,0.6789774212851203,0.5142323871985298,0.6129563278639223,0.6278968803177143
4,0.7180927339215123,0.4129938304633181,0.5775177297219279,0.6372555451005734
5,0.7768486200354664,0.4844335191355743,0.5881786823080698,0.6429537302075016
6,0.6733096818566926,0.4931192347974658,0.6863169729651841,0.6605162220335031
7,0.7282733839523887,0.5047603329765346,0.6827385890808282,0.6639526749257851
8,0.7237130662670177,0.4668199284090509,0.6832968602855393,0.658287299818758
9,0.686901298750152,0.517617193073375,0.6665333187274243,0.7075149350614622
10,0.7151505799525432,0.5186391154262557,0.5831943294545022,0.6462242985867095
11,0.8241882501294406,0.5235380348044769,0.5687449290612657,0.7225025722416403
12,0.7826464180965153,0.5350985236329695,0.6343191883463983,0.7522247977743736
13,0.7575419682848653,0.4930524302836064,0.5504632351130851,0.6070374756937923
14,0.7876733754889061,0.4861232794685486,0.6629842259545506,0.7265932703987716
15,0.734727554841348,0.5436236401741953,0.5173578583578565,0.6197526530403664
16,0.8564699816720683,0.5480562555368041,0.6881066844308655,0.6820902130478063
17,0.7736508138923645,0.4725798653493924,0.594548137860154,0.7483467450552297
18,0.7650248241361267,0.5496249922035615,0.6473803779109041,0.6764184237425802
19,0.7316887005010987,0.4754130981050955,0.6094806416294057,0.603655934361568
20,0.7124060362882983,0.5268586165021018,0.6422619757048543,0.6514571338745362
21,0.7662121714849194,0.4457733207499554,0.65527627639238,0.6492409281371505
22,0.8235360523969772,0.5116410474162963,0.6868496821026996,0.722542277725254
23,0.6927002981080054,0.5207167967056334,0.7478847414084734,0.686287132364455
24,0.6691051221000319,0.5407600827594472,0.5964483781281745,0.6821120776371464
25,0.8359561893732561,0.4849384800736473,0.6679066445785772,0.6642379273654523
26,0.782295384561785,0.5407561506673791,0.609338393243073,0.7682518313565811
27,0.7110700455520331,0.5055418897423127,0.6524631231868007,0.6498339193592518
28,0.8393266834188481,0.5254723190833936,0.7450561820394208,0.8050797603070934
29,0.7001082663139285,0.4327819927687636,0.580797531031981,0.5937174249834201
30,0.759133600258887,0.4959714176229874,0.6520871139685306,0.6825977432146736
31,0.7675186209580035,0.5868469046873375,0.5994533280406271,0.6668817461272049
32,0.745104258595064,0.5791101300197795,0.5969660779098321,0.6856228244313454
33,0.7295169226334711,0.6211100632288938,0.6356823689408314,0.6532353589368686
34,0.7075758625144859,0.5725127211198373,0.6657074119682782,0.7144859616198614
35,0.6283199353655805,0.5134628472645969,0.5969341249555995,0.6465958125799989
36,0.7605795910546117,0.6026867112552833,0.7482903638411916,0.802661712407454
37,0.7750995794830194,0.5351963307151061,0.7054359681190729,0.8249030138284527
38,0.7810674094457536,0.4986016653834107,0.7260339193362643,0.6899688188673921
39,0.7080549264317518,0.588640082454242,0.6947798550955017,0.7026103789341898
40,0.702736456395641,0.5270622006882101,0.6405951414960599,0.6946618338273195
41,0.7018227585010676,0.6226310567014449,0.6764034335524948,0.646973446349999
42,0.67954891546999,0.5321903099363429,0.7067403731802627,0.7017868608056977
43,0.3596782755788283,0.790198091770467,0.8849075637393785,0.7316440612613034
44,0.5102262973131378,0.5997027859287433,0.621086604842362,0.807298303777304
45,0.4946691646543246,0.6120579307822179,0.7924500254309511,0.7847709527940641
46,0.4030284351472263,0.5049970446819801,0.5245312500050449,0.6843999773797741
47,0.4264558903928369,0.6053189225869512,0.588401763053439,0.7362788472541159
48,0.3724248691756455,0.5389595567612271,0.5879348525784266,0.6571989329787468
49,0.444693940436329,0.7107886232890338,0.711163377743152,0.7817947361273611
50,0.4168714845098046,0.6249848740831486,0.6866228469364396,0.7417740908998188
51,0.3988860756717787,0.554962421867964,0.6053128086726262,0.6949181134261622
52,0.4724427511646197,0.6199153303553918,0.7985164045186314,0.6841024660284657
53,0.3302920191254928,0.5706059073319115,0.603938334141683,0.8349846471699882
54,0.3353218304795615,0.6055919060031124,0.570992206512748,0.7408785392512272
55,0.4510808035676685,0.6300991227621998,0.6839513085227198,0.7954955384889558
56,0.4112779352154365,0.664809131543316,0.6337534551789037,0.7983210645465234
57,0.4433952246456713,0.6426697144195707,0.6534959164578379,0.7692776247569498
58,0.4108835837985584,0.5817282728913279,0.5291312266837828,0.5992174875534039
59,0.4812442724255806,0.6874083545273555,0.6272485128448814,0.7820401356778971
60,0.4339369789193572,0.5803681245098873,0.6281573613451484,0.669139705865323
61,0.4360299118333339,0.5287047594035945,0.6636809197140546,0.6658271736465909
62,0.3233720566970116,0.625732161657402,0.5562001310298575,0.7054234270366231
63,0.4770461577400626,0.6189122746324153,0.655315157059407,0.6748067455300607
64,0.4251239478087409,0.7147529090129042,0.5871357647274795,0.6868593844805079
65,0.3988900291371489,0.634957066961066,0.5756374842576232,0.7234407874287211
66,0.4131932417209039,0.5382819603129094,0.6288318399575539,0.7287633684407825
67,0.4673175692869477,0.7647554360575121,0.6643632186351791,0.7566302778248556
68,0.3543847313399062,0.6142863753306841,0.6545879106718816,0.6899428856163103
69,0.3825146992183179,0.6286232132009996,0.6137378497775502,0.763620852198781
70,0.3992241446695133,0.685648078097766,0.5886028259382834,0.7596681875991207
71,0.4968227624871345,0.6014904555658193,0.5753173457354217,0.7270845863179428
72,0.402666681212022,0.6364765258220578,0.6159640401119082,0.7829085897193734
73,0.4598582100665974,0.600182448202696,0.7230407150806769,0.7155441520836942
74,0.3958020967792248,0.6000791701507973,0.6221460183406474,0.7112581450369854
75,0.364901218985767,0.629048738518385,0.4966337011161723,0.7136149144858788
76,0.3908920542659275,0.5962436272090915,0.6570890258526371,0.6590325404372298
77,0.4366450128283796,0.5221199705089815,0.7026985720944318,0.7426386868889386
78,0.4536513629455784,0.737298959969189,0.7473276125965675,0.8276361410296076
79,0.3905070549314569,0.6581925362384857,0.5078838863309528,0.698800458739273
80,0.427544813008742,0.6203071993203807,0.603655961415112,0.7589138795887326
81,0.4372915947354265,0.7454334809897318,0.6592515169241789,0.8600554074510763
82,0.4508585491352144,0.5660843745625191,0.5512438283905969,0.7759911071287
83,0.4196192655159607,0.5673934187644213,0.6114076498203963,0.676777639547173
84,0.4053847851044962,0.6599312161417451,0.5727627991709915,0.7449833224537148
85,0.3856016797862958,0.6811878706961365,0.5864079711611737,0.8040085272492944
86,0.5288464050670324,0.5589456319770184,0.6794340342217629,0.787378446496288
87,0.4569687937808519,0.5247473661520465,0.6086288337461457,0.6802364702399807
88,0.4985948521212534,0.6997645732310649,0.7228027775795701,0.8439902487833421
89,0.3901014666006765,0.6073095852013658,0.5384682355429503,0.6928962093598227
90,0.4587167136252807,0.6317796447152119,0.5873585799420512,0.8186517984710724
91,0.4780132269523838,0.6655982401439163,0.6364961066829685,0.8113727489684974
92,0.4568364367865423,0.5182221705150922,0.6438078706020804,0.7574041285652034
93,0.4792233436670036,0.5998657947479452,0.6665627139032634,0.8247835646101785
94,0.3411349052673458,0.5474441646250595,0.5734924249210069,0.7367566434320092
95,0.4472316597164485,0.6119813084919584,0.6333490118155637,0.6533649174912732
96,0.3316528369011937,0.5704584064767225,0.4989332760655801,0.7512638709321037
97,0.7508593339365964,0.7665960254818334,0.7852932205890836,0.7839564674824588
98,0.7136086382080444,0.7454726759588337,0.7314684508406551,0.8589749653600331
99,0.5052342068424809,0.7591837930449744,0.5604408487841228,0.6925061924666114
100,0.6455592260364486,0.8676551377327715,0.6824388785787973,0.6857388798081283
101,0.7028682412548032,0.8486739187673589,0.6518012447032878,0.7375563919683205
102,0.6035398828038265,0.777353276991045,0.6189829202676366,0.7615744413062583
103,0.6079014516949753,0.7223904675676431,0.6385448841130135,0.6679966930926137
104,0.5521592668034402,0.798181585194483,0.6561666264788989,0.7066193671333477
105,0.5951716156788556,0.7686901287067043,0.525705942067401,0.6599474643293776
106,0.4948556439622167,0.7101669300836478,0.5154302732454455,0.5270526414573931
107,0.5808359766569428,0.7233248458614888,0.5723499955635137,0.6392835054644966
108,0.4796127996303811,0.68236948053208,0.4779132757344033,0.5596648145152895
109,0.5278195159187256,0.6455567645792181,0.480177440498434,0.717382095824214
110,0.5440796725888087,0.5589670178812899,0.4773456812517593,0.5875953650168592
111,0.5234879188962761,0.6918336261203585,0.539421977699522,0.7038308619107813
112,0.5475598128381353,0.8021785228863497,0.4748816547994481,0.5568777098688417
113,0.6050591647372977,0.662722884864127,0.5038625089124169,0.6247545133196682
114,0.6160171567685084,0.807190328827323,0.5242283341068542,0.6495833276132915
115,0.5476467927986365,0.6416296576374568,0.6100524125226716,0.6244135209089164
116,0.4278005864639775,0.6057592496678935,0.4990079838713896,0.5476814353517332
117,0.4725675798847942,0.645947925644312,0.5897622433373515,0.6136086886107931
118,0.4629476775260019,0.720740271424718,0.5627600308305096,0.6534030338317398
119,0.5110662573554356,0.5760915897190734,0.5093213114325025,0.6044452480425888
120,0.4462930016242429,0.585929312542545,0.5565399841197689,0.6038532675638928
121,0.4890615985575927,0.6322250608805692,0.4602494090413785,0.6126357187859753
122,0.4537249586980279,0.6547272186646761,0.5283438462364801,0.5810354230247846
123,0.5087343464379105,0.6614743227647791,0.5905195427682112,0.6328010563388358
124,0.5201513338507074,0.747296933617581,0.5064018841315494,0.5498503530620567
125,0.4230613887212708,0.669922590902,0.4495382980574862,0.5399287682295911
126,0.452706602475352,0.6116737839212654,0.5138742632910938,0.6162982717988287
127,0.4925363916664698,0.6148802440730256,0.5478683104403302,0.6667298247855674
128,0.5116302331799127,0.6029200343731501,0.6079807501349528,0.5623953247370341
129,0.4653717082089556,0.5520427280519586,0.5115637607471467,0.626934774590137
