,tempogram_y256,tempogram_z256,tempogram_y343,tempogram_x90,tempogram_y218,tempogram_y225,tempogram_x227,tempogram_y227,tempogram_x104,tempogram_z69,tempogram_y240,tempogram_x245,tempogram_z374,tempogram_y204,tempogram_x376,tempogram_y207,tempogram_y250,tempogram_y378,tempogram_x382,tempogram_z80,tempogram_z91,tempogram_z95,tempogram_y99,tempogram_x104,tempogram_z106,tempogram_y112,tempogram_x116,tempogram_y207,tempogram_y227,tempogram_z246,tempogram_z253,tempogram_y353,tempogram_y370,tempogram_z374
0,0.4500490566046604,0.3994885951203483,1.764196629873173e-17,-4.610439031045106e-18,-1.4347878901448353e-17,4.050839392493215e-17,-2.96904457902417e-17,1.1868939269643877e-17,2.7779178497706467e-17,-1.1978913631875616e-17,1.760793603673607e-17,3.701659749298326e-17,5.2550932163545065e-17,-4.7122592520985306e-17,5.359695480637648e-17,-2.724992110901667e-17,-3.2699734971011665e-17,4.9534725755955305e-17,4.2642379703179305e-17,-1.8943351196527948e-17,-1.5814386425400998e-17,-3.8270400117340674e-17,-1.144706719586718e-17,2.7779178497706467e-17,4.494106163058374e-17,2.9629989051286603e-17,6.733245098792027e-17,-2.724992110901667e-17,1.1868939269643877e-17,4.9479918846154725e-17,3.1433952762879457e-17,-2.0138312984385628e-17,-2.173346783273325e-17,5.2550932163545065e-17
1,0.3785571668199065,0.3795338919326765,8.025832595599837e-18,7.815173294463107e-18,-6.9019266806417945e-18,3.750972072083175e-17,-1.809082023822208e-17,1.1541419184967225e-17,2.325183576757433e-17,7.640143945424333e-18,1.1180172914959817e-17,6.709320362996438e-18,4.3550383315169077e-17,-8.789455769696501e-17,4.8368778639765226e-17,-1.3373952211604752e-17,-3.201904619770853e-17,5.4720555611086746e-17,4.877655849561974e-17,8.19498083801033e-18,-1.3993272722967606e-17,-1.859077307866994e-17,-1.7321543698006088e-17,2.325183576757433e-17,2.7423024329660295e-17,4.3008702302663136e-17,4.590531937739171e-17,-1.3373952211604752e-17,1.1541419184967225e-17,-5.0126366229914774e-20,3.3529910376801966e-17,-1.6431957534228772e-17,-3.1311402476369195e-17,4.3550383315169077e-17
2,0.5273380160629784,0.5298858919406695,3.677917869977127e-17,6.1789030941082814e-18,1.9349728069225173e-18,5.754728211293061e-17,-1.715380409445243e-17,2.7262033685682425e-17,4.920063605236429e-17,1.2510088069705377e-17,1.4263165769796337e-17,-3.859661970464084e-18,7.31762302454952e-17,-6.593464557106661e-17,5.441885277510337e-17,2.657110796182457e-18,-1.8587902771028906e-17,4.541804561038266e-17,3.66724912252176e-17,-1.6818493278570513e-18,-3.1424087241957014e-17,-2.7223179650219647e-17,-1.7325177791499924e-17,4.920063605236429e-17,5.695393652417912e-17,5.434511659897258e-17,4.9599425333688945e-17,2.657110796182457e-18,2.7262033685682425e-17,2.511921567708924e-17,2.399343120610882e-17,-9.669493051662733e-18,-4.787120493417791e-17,7.31762302454952e-17
3,0.4685217504536058,0.4510614082164911,-4.664522778274194e-18,9.856746087757425e-18,3.795154929144698e-18,3.1600536275480355e-17,-1.6806294702840634e-17,2.930542550940248e-17,3.8629879808459095e-17,1.543161731835915e-17,4.310592128269525e-18,2.295067974399208e-17,8.881837125994058e-17,-7.7904950796913e-17,7.408606610078276e-17,-3.9940019963341626e-17,-3.538721503610791e-17,6.48923087236133e-17,7.13262573315408e-17,6.357924650960817e-19,6.7880895500192054e-18,-1.0828330174683245e-17,9.534422846563989e-18,3.8629879808459095e-17,4.002448689647449e-17,3.7049865521373326e-17,5.0750708648649845e-17,-3.9940019963341626e-17,2.930542550940248e-17,2.3864211967088523e-17,3.700748813836224e-17,-1.4385675322654686e-17,-2.2202285622590785e-17,8.881837125994058e-17
4,0.4829735320048586,0.4779750080735778,1.289013976420752e-17,-1.108305345848217e-17,5.546051264750471e-18,3.649595335902292e-17,-2.5976785816212745e-17,1.7364195352830313e-17,2.842821102460738e-17,2.956092500288607e-18,5.3070873681853155e-18,-3.6943224137655055e-18,2.9265754440167256e-17,-7.080443590621252e-17,4.042846876832837e-17,-1.4113880628138804e-17,-4.741248858936786e-17,5.1405401679808457e-17,2.5508389865344418e-17,-1.2742848318717078e-17,-2.849753434529844e-17,-2.244609364211665e-17,-1.6030996096298096e-17,2.842821102460738e-17,5.836357835323267e-17,6.028812023360461e-17,7.356340105086345e-17,-1.4113880628138804e-17,1.7364195352830313e-17,1.5122115248212056e-17,3.7301920841359577e-17,-2.6941142855225656e-17,-7.030711802971014e-17,2.9265754440167256e-17
5,0.426301873265164,0.421239718992412,2.1703789119584128e-17,-2.185508050231944e-18,-3.4993528976998986e-17,3.021920296702195e-17,-4.3933286097276966e-17,4.4372820638079856e-18,3.1112967128759485e-17,-2.4003595441040045e-17,-1.115437485991954e-17,1.2769339270890993e-18,7.038428954661313e-17,-1.054942666161768e-16,5.4483396098530816e-17,-2.29876643474314e-17,-6.367545345606166e-17,6.268805424164285e-17,6.741494931572189e-17,-1.4664352585553142e-17,-1.995735440977352e-18,-1.999282762669115e-17,-1.8134368686047238e-17,3.1112967128759485e-17,4.1478144755847524e-17,3.243744817190696e-17,3.824294946451761e-17,-2.29876643474314e-17,4.4372820638079856e-18,8.909800398377071e-18,3.276477366880892e-17,-3.989723306707827e-18,-3.317881974277911e-18,7.038428954661313e-17
6,0.6313199067425992,0.6394393430181272,1.6463935941432996e-17,-2.4589868237981606e-17,7.774743848562182e-18,3.5474043701532786e-17,-3.809429018764796e-17,-2.4724622509687686e-18,2.1128233931283362e-17,-3.136868077324835e-18,-6.602561093403381e-18,-1.3272696253323057e-17,6.997967578090856e-17,-8.874101125275726e-17,5.932436622452393e-17,-3.405833092054394e-17,-6.500052030117335e-17,5.872206110678263e-17,7.60623523724557e-17,-2.9966284648734704e-17,-2.2911068671381417e-17,-4.9664786780961337e-17,-5.892064684725349e-17,2.1128233931283362e-17,2.4749465259075578e-17,6.241623362387025e-17,2.016805059346335e-17,-3.405833092054394e-17,-2.4724622509687686e-18,2.915068863351735e-17,4.801840509704736e-17,-2.048926134880264e-17,-6.786515294624421e-17,6.997967578090856e-17
7,0.428584400742995,0.4421122003769364,-7.624600115251374e-19,7.316813857395755e-18,-1.1898361412505037e-18,3.491877030940898e-17,-3.590972210958201e-17,1.7983782025919046e-17,1.1986447048846429e-17,-2.4261032407449707e-18,-5.016301439554617e-19,-1.6498790887807205e-18,4.511151903385229e-17,-6.160110857408825e-17,3.607944447875537e-17,-2.5125569833970578e-17,-4.2515201128850076e-17,3.924441933418235e-17,3.0166774929284777e-17,-1.0932127459572495e-17,-7.874243600015405e-18,-3.215320070578051e-17,-3.8696880822385546e-17,1.1986447048846429e-17,5.3039270383688605e-17,3.760934235679273e-17,3.999996776612676e-17,-2.5125569833970578e-17,1.7983782025919046e-17,-9.203010031374473e-19,3.991542151792479e-18,-3.018691411332256e-17,-3.8731197686234593e-17,4.511151903385229e-17
8,0.7367470152516883,0.7383509439791904,5.887434594408941e-18,-1.881225471353876e-17,-3.4254056603055072e-18,3.382864032435729e-17,-2.2741601700702325e-17,-7.834823644616461e-18,1.8290382017032378e-17,1.0618670001135561e-18,-3.032769124309568e-17,-6.586182012249902e-18,1.0405953869988048e-16,-1.0572358770865412e-16,1.0176288869885052e-16,-1.3760753182796445e-17,-7.953300301540162e-17,9.529949935956307e-17,9.812448049408895e-17,-1.6130240395466328e-17,-3.336912055702924e-17,-5.469826664371813e-17,-4.8647199036285546e-17,1.8290382017032378e-17,2.082291405480178e-17,4.0422040157189566e-17,3.9315849793025497e-17,-1.3760753182796445e-17,-7.834823644616461e-18,9.067935414307024e-18,3.247612091981288e-18,-2.3988575866409468e-18,-6.747755572892047e-17,1.0405953869988048e-16
9,0.4254752949632547,0.4280817577506984,9.015035093182392e-18,-1.864972033709285e-18,-6.046918982891856e-19,5.63286392194365e-17,-1.643121378787297e-17,8.068856141444355e-18,2.271444770009741e-17,-8.583263569911879e-18,5.063687526885888e-18,2.676471903719668e-17,8.304624020260675e-17,-8.080023976830441e-17,5.99291939830842e-17,-1.6149004038121796e-17,-3.461319780709212e-17,6.303446951409126e-17,4.6272922229900665e-17,-4.801444275707065e-19,-1.573082731523085e-17,-1.6829208241224694e-17,-2.6266157045942776e-17,2.271444770009741e-17,4.076940394583484e-17,3.616227220968733e-17,3.293240996572361e-17,-1.6149004038121796e-17,8.068856141444355e-18,3.1871172141103127e-17,3.5829989879742626e-17,-2.435661985116589e-17,-3.5299117965510266e-17,8.304624020260675e-17
