,tempogram_z69,tempogram_x72,tempogram_x90,tempogram_x91,tempogram_z91,tempogram_z93,tempogram_y95,tempogram_z95,tempogram_x97,tempogram_y99,tempogram_z99,tempogram_x100,tempogram_z101,tempogram_x104,tempogram_z106,tempogram_y107,tempogram_x110,tempogram_y112,tempogram_x114,tempogram_z115,tempogram_x116,tempogram_x120,tempogram_y122,tempogram_y193,tempogram_x196,tempogram_x202,tempogram_x204,tempogram_y204,tempogram_y207,tempogram_z215,tempogram_z216,tempogram_z217,tempogram_y218,tempogram_x221,tempogram_y221,tempogram_z224,tempogram_y225,tempogram_z226,tempogram_x227,tempogram_y227,tempogram_y239,tempogram_y240,tempogram_z240,tempogram_z242,tempogram_x245,tempogram_z246,tempogram_x247,tempogram_y250,tempogram_z253,tempogram_x255,tempogram_x256,tempogram_y256,tempogram_z256,tempogram_z318,tempogram_x319,tempogram_y319,tempogram_z319,tempogram_x320,tempogram_y320,tempogram_z320,tempogram_z326,tempogram_y329,tempogram_x330,tempogram_y339,tempogram_z339,tempogram_x341,tempogram_y343,tempogram_z346,tempogram_x347,tempogram_z351,tempogram_y353,tempogram_x358,tempogram_y358,tempogram_z363,tempogram_x364,tempogram_x366,tempogram_y369,tempogram_x370,tempogram_y370,tempogram_z370,tempogram_z374,tempogram_y375,tempogram_z375,tempogram_x376,tempogram_z377,tempogram_y378,tempogram_z378,tempogram_y379,tempogram_x382
264,1.7702287204915486e-17,-1.0115915250558864e-17,-1.1611497781029427e-17,1.0173446622443649e-17,-2.706446814873663e-17,8.051492314183977e-17,5.3501368908161965e-17,-3.012126532893789e-17,4.875967777189074e-17,-2.1118465996439558e-17,3.080702935253753e-17,-6.127010266820268e-18,2.324716808138149e-17,3.27765058984796e-17,4.2640924479434505e-17,5.0625301371646645e-17,2.0392935056903278e-17,5.721823247061303e-17,8.964987309012044e-17,1.3296062578621553e-17,4.671389560924327e-17,7.319711245563232e-17,2.7114577070475726e-17,-4.463052726982248e-17,-7.698746886488689e-17,2.80303019539954e-17,5.611528727934431e-17,-6.979106082066188e-17,-3.629571964532328e-17,2.2280332762026328e-17,4.7873802237538533e-17,-1.6953225755370957e-17,-5.8637497272562995e-18,-2.5226744063266236e-17,7.238003164294224e-17,2.6759746945070578e-17,3.3191449467095204e-17,4.884009017440972e-17,-3.6645321994914937e-17,4.071618391994575e-18,7.126686377575136e-17,-2.1891852345742036e-17,4.896304645479391e-17,-8.366981586298656e-17,-2.4696728655407026e-18,2.8656021249405576e-17,4.473647003275398e-17,-7.381218794088886e-17,3.725039301510244e-17,2.1528955193869718e-17,0.5710269418858988,0.5297043674366411,0.536529254091278,2.734962531904778e-06,1.469774121758442e-06,7.102566175866818e-07,2.951839034868572e-07,9.74929807330138e-08,2.1738500795329973e-08,2.0740743317049926e-09,-6.145646689956912e-17,-1.494874066663008e-17,-1.2707705021841302e-17,-4.875294155155973e-17,-3.756783913439196e-17,-5.560953169806961e-17,8.17485952273317e-18,1.404771055031505e-17,-1.0438399446073138e-18,-1.7868745819518005e-17,9.147747888099805e-19,1.6920981352580857e-17,7.170055363807518e-18,-1.957929056661504e-17,3.250978089498128e-17,3.8533969877663107e-17,8.536685896737005e-17,1.0286758880000695e-16,-5.864569639608787e-17,6.874811107993553e-17,6.672719970605327e-17,8.503711372333963e-17,-6.464078041287642e-17,3.851639983526143e-17,-4.94330935015423e-18,6.164740147441736e-17,-7.215052558156807e-17,-4.803588732685565e-17,5.694961609721463e-17
265,-1.0555721490467039e-17,3.2556732679589827e-18,6.109639123586792e-18,2.1651155069814902e-17,-6.642027349920138e-18,5.4138142648608346e-17,2.6500436932860135e-17,-2.89525870001913e-17,2.4988500917976705e-17,-2.844037226174052e-17,1.2605415315073059e-17,-3.1308108242591236e-18,1.273886589920086e-17,3.044744356723864e-17,4.8711684771282765e-17,3.3660841933321205e-17,2.078083083606636e-17,3.9895159677346505e-17,6.319147341577962e-17,1.6437116070910668e-17,3.566285358229949e-17,6.409621084492271e-17,1.7890474120245802e-17,-4.726232124517481e-17,-9.116503931754172e-17,2.7752234282551168e-17,4.0983119558176906e-17,-5.228377800680626e-17,-2.8064919230825435e-17,2.913446972049676e-17,5.830717968640385e-17,9.836604450552965e-20,2.2412952965810308e-17,6.774386689984105e-18,5.5083129250937735e-17,4.9303362083763737e-17,4.8767577223471404e-17,2.7606820886590562e-17,-3.5085282973476706e-17,2.183123013313704e-17,4.502960335097343e-17,-6.092833352094281e-18,3.915565350327803e-17,-5.087849446257032e-17,1.606571620352946e-17,1.5561164982109322e-17,6.104224365114941e-17,-4.523050239964225e-17,2.2024136747528896e-17,-7.741662890206942e-18,0.5376634969289436,0.5148497604306829,0.5217049067767218,2.710208732398256e-06,1.4595180739245364e-06,7.072014001855701e-07,2.9491857987137146e-07,9.778560332521777e-08,2.1878277198883956e-08,2.091618913548992e-09,-6.046334121514521e-17,-7.086128620924689e-18,-1.0296556668379969e-17,-3.698712431472418e-17,-2.6592025948101104e-17,-7.236913215300649e-17,-2.0282175516573793e-18,6.25429690522939e-18,-1.551144433940072e-17,-4.300115227334338e-17,-2.861628635255864e-17,1.4070911286076334e-17,-2.7460688221041763e-17,-3.556238403788565e-17,1.62038281752259e-17,3.764144873067942e-17,5.726122849362117e-17,7.227928190892527e-17,-6.193625772523664e-17,7.56600766547007e-17,4.9374398325420656e-17,6.499594675636491e-17,-8.890172482925668e-17,2.667210029250514e-17,3.518695020689112e-17,5.2937500113140185e-17,-8.137964996987555e-17,-1.7417222414390293e-17,2.890434407338193e-17
266,1.7580825411476692e-17,1.4361521757676202e-18,-1.1162364503033165e-17,1.0074826740529232e-17,-2.6471581606479997e-17,6.095481967758019e-17,8.116956780616393e-18,-2.258017929756604e-17,3.01515475067755e-17,-7.895941054797523e-18,1.3861707612274589e-17,-2.6283917185324706e-17,1.9746129797632373e-17,3.381085632724473e-17,2.329611278877449e-17,4.4455644559848895e-17,8.262815145517254e-18,6.965735675085463e-17,7.394112949730399e-17,1.634994434946254e-17,5.658804020992228e-17,7.258129471907622e-17,4.464021456961017e-17,-5.971959041771514e-17,-6.665286244879442e-17,4.1868773790355895e-18,2.792740496484147e-17,-7.003208508141373e-17,-1.9036413710636265e-17,4.141227243684968e-18,5.168463341559689e-17,-1.984824608753312e-17,-6.2948346724400534e-18,-3.9833228252393725e-18,7.066932189798416e-17,4.189131559925519e-17,4.538044201692816e-17,3.155654450867677e-17,-4.061430031249204e-17,2.0298828272551206e-17,4.389236433442808e-17,7.712641967890233e-18,1.3464981669949589e-17,-4.577566425947104e-17,7.672490226391922e-18,1.7441200814410753e-17,7.0964469303752e-17,-4.3757246312448544e-17,2.395697327459056e-17,9.334034909238184e-18,0.5123203920767997,0.4918487928591992,0.5007626677826913,2.6705822822517664e-06,1.438126807080487e-06,6.969951518840974e-07,2.9086574278988805e-07,9.656180017913089e-08,2.164335289150206e-08,2.072204741028837e-09,-4.427726349482151e-17,1.7022307800999324e-17,-2.2567547305478506e-17,-2.4131769858162787e-17,-3.736054599119008e-17,-4.000759137176873e-17,1.9772226338750077e-17,3.6933536872175706e-17,-5.3468004446550285e-18,4.061728406234506e-18,-1.6479338641136126e-17,2.359374463485283e-17,-5.3854527042100525e-18,-3.866665086472137e-18,3.846866393482634e-17,8.199453692679245e-17,6.792216539378734e-17,9.548747289123374e-17,-5.483123237837946e-17,9.76134120893295e-17,8.21320314501156e-17,9.272040933566918e-17,-5.907092849615713e-17,5.563340175147679e-17,4.3991418863222745e-17,6.966880974974514e-17,-4.6166075061779794e-17,-3.6177537259287615e-18,4.312112002354353e-17
267,-1.4015244959095895e-17,-1.9881270856692095e-17,-1.1680557540309413e-17,-1.605743591742428e-18,-1.4045531976855728e-17,5.646843825429589e-17,3.683910994415622e-17,-1.6622325829199776e-17,4.229352143278665e-17,-3.062348664648821e-17,1.753612474670291e-17,-4.5482125939799875e-17,1.405997475195798e-19,3.5735767351888906e-17,3.1770051892301266e-17,2.6585910782592602e-17,2.814126431622319e-17,4.6453473834121525e-17,9.704357399477354e-17,6.49060755113304e-18,4.033302794557437e-17,7.340920420026412e-17,3.906930425239417e-17,-4.1276548165589804e-17,-5.306086660765053e-17,2.4380927539066956e-17,2.893003668754852e-17,-6.879947913829039e-17,-2.1860727648773097e-17,3.5200470953600706e-17,2.8460657095047255e-17,-1.6520802963620376e-18,-2.2453319275046813e-18,-1.843028946619958e-17,6.210092784918894e-17,3.1730553858271195e-17,3.533567459697994e-17,3.5147627201010775e-17,-1.7151982056690422e-17,1.3844019251809357e-17,5.444739523725586e-17,-2.1658906954091656e-17,1.8162397927559956e-17,-7.550387370720484e-17,5.45853989897406e-19,3.572509142877436e-18,6.336652285699312e-17,-5.240749274221338e-17,1.8842216690033204e-17,-4.021799791652028e-19,0.5180305638609202,0.4771295291795714,0.4827591972945892,2.682978518853456e-06,1.442345425993797e-06,6.97202089453118e-07,2.898353313649591e-07,9.573633733797298e-08,2.1338933982130687e-08,2.035032921199771e-09,-5.481968813986453e-17,1.819019152158649e-17,-1.3013920953351617e-17,-1.8400861912757508e-17,-9.231140425687645e-18,-6.232655384510972e-17,3.5795278870433204e-17,4.123608646467768e-17,-1.486300430223419e-17,-3.31791589187942e-17,2.857985616308872e-18,4.7800650409881903e-17,2.7850449714219087e-17,-1.2594808593510844e-17,3.723694559762741e-17,6.330194171848397e-17,8.711768464780364e-17,8.548589935973585e-17,-5.280768579499034e-17,6.721999240726533e-17,6.513474004530678e-17,8.104205216311724e-17,-5.503923930948306e-17,5.804015022084018e-17,4.5664870172582697e-17,4.057347863965117e-17,-4.308886520145295e-17,-4.807012866086476e-18,6.006902514163725e-17
268,-3.432374024885084e-18,-5.140501637060788e-18,-5.4106088297224236e-18,7.780468509291876e-19,-4.533328171435186e-18,8.080463556428567e-17,3.0456810440294537e-17,-1.029627429146029e-17,3.5014650167561257e-17,5.790590030709839e-19,1.4849057827835712e-17,-9.569439559989557e-18,1.7121936183018456e-17,2.801129216553748e-17,3.584335084542386e-17,5.462749505603112e-17,2.645114549887997e-17,4.922008712943161e-17,8.0748122909216e-17,2.7201708588036937e-17,5.610770637801548e-17,6.799252735649514e-17,2.9156573781781655e-17,-5.264835642607585e-17,-6.705977328980138e-17,8.311497101853596e-18,1.9744944634849872e-17,-6.858765529215286e-17,-2.7400925052745322e-17,1.2115556872134044e-17,1.552907692528061e-17,-5.965946538191023e-18,3.980764196990882e-18,5.3485648612430256e-18,5.890143074630319e-17,2.798487585837533e-17,2.5566173011692522e-17,2.233672728901411e-17,-2.3030274876907785e-17,2.3067494154195854e-17,4.365022469366248e-17,6.1685888115077715e-18,3.217860840592059e-17,-1.993241827780567e-17,1.6816096913522428e-17,2.4669977163140844e-17,7.458679171138456e-17,-5.251330569441434e-17,2.5126772980620702e-17,4.582672986470242e-17,0.3194319801629516,0.256729920794589,0.2363031834876561,1.8540222034127157e-06,9.976683932203046e-07,4.825717891144384e-07,2.0077244923635889e-07,6.640586795419946e-08,1.4830471850628954e-08,1.4167897786505476e-09,-1.771071986171202e-17,2.036743193134801e-17,-3.748512404895421e-18,-7.875686661490258e-18,-6.492171166921905e-18,-1.6838626425932028e-17,4.063694161472418e-17,6.5208506465296274e-18,-2.3519955893349312e-18,3.965198595663439e-18,-5.927618936748804e-18,1.425655966123431e-17,8.73058508912632e-18,3.130279250612804e-18,1.9596559312277128e-17,3.1384294965730195e-17,5.163739702915301e-17,5.069124269150304e-17,-2.4525273979044206e-17,4.301600657240337e-17,4.334551161228447e-17,5.3141197363107715e-17,-2.8377117838831807e-17,3.4188933797390056e-17,5.278249731543895e-18,3.01477145181991e-17,-1.0622196261769984e-17,1.4411921364356468e-17,4.034470755247017e-17
269,3.1746413932162e-18,9.635867431889453e-18,1.399546469605432e-17,2.8248458619190083e-17,-2.5330202913123387e-17,7.025577155618536e-17,2.1858015399765626e-17,-1.2224531666048884e-17,2.9692563509951416e-17,-2.1081256416026653e-17,1.4156098789768224e-17,-1.3682456435184769e-17,1.584615593803667e-17,2.3110186394093442e-17,4.0168838637960915e-17,3.990604067414822e-17,6.419560219295817e-18,3.68875626685234e-17,6.715063411086845e-17,-7.007454750426819e-18,3.1189359313500866e-17,4.7216816203253705e-17,2.093867251918647e-18,-7.053044901876818e-17,-1.0242998513279647e-16,-4.8074556341580175e-18,4.223273069961169e-17,-8.825498042534036e-17,-3.011011310806244e-17,3.091201803297097e-17,3.7601549509811246e-17,3.4638943782302726e-17,5.952419394861069e-18,1.1856464523480525e-17,1.0387780894716167e-16,6.008828830314217e-17,6.778565447164327e-17,4.880345396925925e-17,9.61213910234972e-18,4.74184540340333e-17,1.0517317064499871e-16,1.6792525523677438e-17,6.156758533149677e-17,-1.6061981066418262e-17,5.554591175229845e-17,6.44056396463974e-17,1.0058852421068145e-16,-2.8442940081047804e-17,5.614242144001441e-17,6.90126428917122e-17,0.4818303234215747,0.4275058824919271,0.4079964050167238,2.590617135869664e-06,1.3923572633419329e-06,6.726987554073467e-07,2.795143483277789e-07,9.235024582818073e-08,2.06148119833916e-08,1.969048560194889e-09,-4.377454419994014e-17,9.261907109236701e-19,2.5683126452042815e-18,-3.4575910044648975e-17,-5.030090422677865e-17,-3.4183362035757866e-17,1.6812607353996793e-17,1.4282363062646574e-17,-2.7800425825766098e-18,-1.2498757033170796e-17,-1.2495111974601097e-17,1.6078739441349522e-17,-3.893787402497373e-18,-1.299798556206884e-17,3.0373613426013104e-17,5.0869001980025005e-17,7.270090853102299e-17,6.273764098386556e-17,-3.5009185123903066e-17,6.043763222229175e-17,3.7176351118340216e-17,5.812174020207328e-17,-4.653761614742304e-17,3.006142862530039e-17,2.171361450723997e-17,5.043562153825396e-17,-4.165876674661143e-17,-1.8343084238936105e-17,4.068691971542878e-17
270,1.6566836675092146e-18,-4.960744154180233e-18,2.191470931331801e-18,8.598107008514478e-18,-1.03237637011149e-17,8.320267215653398e-17,3.914248591258812e-17,-1.8897762018697056e-17,3.5522887139947545e-17,-1.3621763151308423e-17,2.752805099722352e-17,-2.20360344753449e-18,3.641740514092655e-17,3.130370875111565e-17,4.5383677987515344e-17,4.389396505757119e-17,2.1656954823420722e-18,5.376976626061798e-17,8.444779956482174e-17,7.105007789405034e-18,6.061554945382201e-17,8.033881770485822e-17,4.205524814892442e-17,-3.383239681274807e-17,-5.098261282819959e-17,2.8698632753046564e-17,3.056076506368334e-17,-4.3464029747078976e-17,1.4995891852454134e-17,2.2980611056679602e-17,4.263841464885276e-17,4.3537344337957856e-18,1.566280250908189e-17,4.877468778969811e-18,7.921877264760026e-17,3.678312934352352e-17,3.4339850775126304e-17,2.744943937910089e-17,-2.756975660074428e-17,1.4444950373505812e-17,4.6846240568814527e-17,-2.1537405541431188e-17,1.2073238370143125e-17,-6.517677459752739e-17,9.373780963311092e-18,-3.3572475873364167e-18,3.1856654305523436e-17,-6.483907262184906e-17,1.1565490306949685e-17,2.366695896251649e-17,0.4970539810989078,0.4615276592449384,0.4613732747303877,2.6613441416992098e-06,1.4341720344799635e-06,6.952568767118826e-07,2.900549836757916e-07,9.62394456745141e-08,2.156384430672986e-08,2.064440842151721e-09,-4.323580606658769e-17,3.160064393524293e-17,1.4522701806440064e-18,-3.4386060286995255e-17,-1.5122154978822326e-17,-5.910330839311637e-17,2.4126381202899003e-17,2.0084396936833452e-17,-2.287982761297367e-18,-2.2103601518721498e-17,-1.4961733323318833e-17,3.5131288473661525e-17,-1.9072939049324985e-19,-1.6307965471747594e-17,2.7739316897041e-17,3.762473344655422e-17,6.220398607824452e-17,8.286343283477178e-17,-3.12310702160888e-17,6.75546950324034e-17,5.863181143080847e-17,6.770831330519859e-17,-5.579356023966948e-17,4.030172119603201e-17,3.332241267308427e-17,6.507634640772677e-17,-7.810591733300967e-17,-2.810655487069172e-17,4.830415922375817e-17
271,1.530723299086593e-17,-9.379206451403861e-18,3.901286268753937e-18,1.7081323574598994e-17,-2.6508213876150038e-17,1.012842050080135e-16,6.72831225215543e-17,-3.91011441176626e-18,6.156547517506228e-17,1.4220339434155565e-18,2.8828503984745484e-17,-1.9751547072716688e-17,4.53292685871329e-17,5.671946870411996e-17,6.545597971337459e-17,6.993340881884668e-17,1.919810230124328e-17,5.7487228484756e-17,1.0058409768574525e-16,4.417982167791316e-17,8.236697597837856e-17,9.417128476857072e-17,6.608253116020401e-17,-5.02178313410696e-17,-7.794221178205245e-17,2.1403691158671685e-17,4.8512325302891316e-17,-9.564717187145183e-17,-2.147874321359521e-17,1.2915749579603425e-17,4.975759873867607e-17,9.93488605114848e-18,-3.4050230205177344e-18,5.0225882007686445e-19,8.757812945486222e-17,4.497430525476694e-17,5.1324678229953707e-17,3.2853598037831436e-17,-1.4233595006601726e-17,3.29144556461108e-17,8.710980409353678e-17,3.051197754043409e-17,7.231875384323293e-17,-4.24269091657716e-17,3.196286947827136e-17,5.964575125942627e-17,1.0725868133483224e-16,-1.7795792921896306e-17,6.64876443580559e-17,5.4968775563602e-17,0.6478809486339107,0.6402109671829634,0.6607557538331159,2.662935497011674e-06,1.4357071454429955e-06,6.973646827396306e-07,2.919118238821336e-07,9.726088729921537e-08,2.1883631008254416e-08,2.100611502719355e-09,-5.5138017175318805e-17,2.5677191045368843e-17,-1.962021152813787e-17,-1.8119942695315196e-17,9.518190311517254e-19,-7.481515420915982e-17,5.4954946607655225e-17,3.43975019231296e-17,-2.6775972664875576e-17,-1.9023647973823077e-17,2.389667612712828e-18,4.508504189207454e-17,-1.3285387988157914e-17,-1.0282708140607909e-17,2.928171411309286e-17,6.135446858261939e-17,9.956631668545527e-17,1.29836428715578e-16,-4.5922094908344644e-17,1.1768996825191853e-16,8.112768584704733e-17,1.266434253041042e-16,-8.334629070141006e-17,6.964853199073258e-17,4.851025092936351e-17,6.452628613784359e-17,-3.49080420369736e-17,-2.1337932374952686e-17,8.351296488919695e-17
272,4.4871637035292825e-18,3.462076667535723e-17,-5.8634032545509604e-18,-1.803533121623493e-18,-1.160943205215362e-17,6.95743068109781e-17,3.982601909794722e-17,-3.5008421584980017e-17,4.048603110738048e-17,-2.931265413028999e-17,2.5923805263417157e-17,-4.0614190046429616e-17,-9.723381364618208e-20,1.9872311424015385e-17,3.426783017223669e-17,4.3480771391474416e-17,2.2123330452102758e-17,3.275606658524121e-17,6.970996989137348e-17,-1.4452521070284662e-17,3.8823149593125866e-17,6.664322187334657e-17,3.4439918473194207e-17,-5.794048169083889e-17,-8.693216476456377e-17,-2.2814152801495557e-18,5.490298578440258e-17,-9.976256095846736e-17,-3.5497956740904063e-17,-2.3573356833917865e-17,4.820821229626426e-17,-9.661899908519704e-19,-5.0286301153047104e-18,-3.056838782065452e-17,8.401012181833162e-17,6.408118707402186e-17,4.0041889329831444e-17,3.857090036994127e-17,-2.1549620022703926e-17,2.1729876691525413e-17,7.232683570117597e-17,-1.2005201697645665e-17,6.450291509855125e-17,-4.562298360106566e-17,1.7388826846073373e-17,1.8357027167081402e-17,1.0554401625973443e-16,-2.970454963248461e-17,2.4352020786343065e-17,2.402311282320976e-17,0.5536724338552101,0.5208835124419017,0.5192480380839264,2.7042813306469023e-06,1.4530748596345345e-06,7.024585968070452e-07,2.923387058399451e-07,9.680910988791417e-08,2.166692055145472e-08,2.073343317404286e-09,-5.657830788095837e-17,1.863518217784821e-18,-6.216288785478313e-18,-4.294827301409755e-17,-3.255664418565317e-17,-4.9424270083073104e-17,1.262749140091968e-17,6.867713318376522e-18,-6.426502485262391e-19,-1.1207605730849665e-17,-1.3589886409695864e-17,4.7690221993992236e-17,2.360992568745569e-18,-1.1668447023854279e-17,4.880886507891942e-17,6.698928543409858e-17,9.17287805839914e-17,1.1389577699232004e-16,-1.3627931998752909e-17,1.0395011708281048e-16,8.190563905264717e-17,8.429164649674166e-17,-2.3298035450004453e-17,6.949985596615361e-17,6.040723098352457e-17,8.106354416647826e-17,-3.9398040935016676e-17,2.5937457101277307e-17,8.03814901585058e-17
273,-1.881121420978519e-17,-3.035491291400435e-18,4.3315118086267686e-18,2.3377565672872497e-17,-1.7051491565210348e-17,1.043743873034906e-16,5.1065141591678754e-17,-1.5957452704936274e-17,5.0509364525049366e-17,-3.1033147787823724e-17,3.0044179828177926e-17,-1.478269405973591e-17,3.401158029816108e-17,3.694246481842912e-17,4.081776156075985e-17,3.242818166059059e-17,7.446039683723209e-18,5.43498985975169e-17,9.472789004672116e-17,4.799052853170158e-17,6.413682761729908e-17,8.973183179199226e-17,5.588782104381352e-17,-5.4866780816238186e-17,-6.251729336287976e-17,2.083217337216496e-18,6.124520397737806e-17,-7.002781932042654e-17,-9.132895748773277e-18,1.5833655591274968e-17,4.4425955570960103e-17,-6.4596175481349865e-18,-1.874761169924513e-18,-7.227252976174191e-18,6.421257831238101e-17,4.8685674483787485e-17,5.007086977171065e-17,2.2706929475493177e-17,-2.09123897997674e-17,2.0496496636766286e-17,5.576486963458584e-17,-1.4569603998442358e-17,2.8665671439002786e-17,-6.187796191314245e-17,2.0201593013102614e-17,1.289767193738594e-17,5.894090010328976e-17,-4.656730112246169e-17,2.1961930720999418e-17,1.9163132613959388e-17,0.575957294291877,0.5627169560261399,0.5828854629295962,2.683413297436478e-06,1.4538916792652005e-06,7.099042639932516e-07,2.9885377905326085e-07,1.0022494275071581e-07,2.2721273625884433e-08,2.193288593481963e-09,-8.967605416959284e-17,-1.4651395453625204e-17,-4.164758245513815e-17,-3.988453073989563e-17,-6.713959974857761e-17,-6.511986568179615e-17,-1.9328539731119338e-18,1.7313789132544325e-17,-2.359787244263637e-19,-2.40494027097128e-17,-1.925766258458073e-17,3.222168704331376e-17,-1.071090035628224e-17,-3.76255905429847e-17,2.425186536687286e-17,6.652428294115111e-17,7.212601795656729e-17,1.1457111122868575e-16,-5.040710895059616e-17,9.494389854727458e-17,6.50176050777854e-17,7.750293624155145e-17,-4.7474713870547406e-17,3.427437492531019e-17,2.856452722548854e-17,2.506791520956265e-17,-4.9674027589200136e-17,-2.7770000565014166e-17,5.233193626458661e-17
274,2.1350618152631857e-17,1.1661427572284949e-17,1.4057471827922177e-17,2.6563472074371566e-17,2.060216279569999e-17,1.0612860093892416e-16,5.771031687233102e-17,-2.10698927901918e-17,4.151064795153453e-17,-4.207973869579248e-17,4.99100889364953e-17,1.5406384517849168e-17,8.983650073388857e-18,5.3658843197606244e-17,4.168827378241523e-17,6.488926218568894e-17,3.802018867690377e-17,3.4298197236893806e-17,9.342688204986892e-17,2.129969185720856e-17,5.138505394878621e-17,1.0784628057209344e-16,4.377759953786116e-17,-4.485210193970537e-17,-6.14944793434554e-17,2.477874317633916e-18,4.323930002246291e-17,-5.5041476304432076e-17,-2.939216176230719e-17,1.9237585457933932e-18,2.8787109074157076e-17,1.711834044150593e-17,-2.755497929086568e-19,-2.0023458825834252e-17,7.028475018527698e-17,2.4937653242683732e-17,3.580027144547498e-17,1.3176608598299009e-17,-3.897422665377123e-17,1.6843311762071748e-19,4.166497415994344e-17,-2.2576675935818697e-18,-2.4666281585652343e-19,-3.7167674506549663e-17,-9.097309692569981e-18,9.0003030063662e-18,3.471780734463251e-17,-6.603859418508635e-17,6.436013424690897e-18,-4.489262334410143e-18,0.5596472883481983,0.5305578722461619,0.5217472952519059,2.690788660059289e-06,1.4427352195806e-06,6.959218915334832e-07,2.890089031699205e-07,9.552265570213049e-08,2.1340363625380695e-08,2.039584927084106e-09,-5.248094071848503e-17,-4.21015140506219e-18,-2.3830312711328357e-17,-3.114412156322483e-17,-4.1062397362112126e-17,-6.464408225776488e-17,2.5634160931386996e-17,2.3317905677213628e-17,-2.1062681590179605e-17,-6.80873881316432e-18,-2.8552471704324546e-17,4.103417584595929e-17,1.6765734310129236e-18,-2.4088822844370418e-17,2.7320214840694018e-17,4.134674309983917e-17,8.477570327404009e-17,1.0822806460398751e-16,-5.254550979358432e-17,8.027896934046798e-17,6.314277672527545e-17,6.997003186244082e-17,-7.331162830116343e-17,5.789205040086352e-17,1.2536315493904947e-17,3.471049441700723e-17,-5.049580292273457e-17,-6.166631309525233e-18,5.555590511655405e-17
275,-2.238063668936016e-18,-9.825473876360679e-18,-3.519932151643037e-17,1.1583750993322433e-17,9.899171044892052e-18,6.524166480194287e-17,2.7229493722365e-17,-2.0119600099140654e-17,4.4885327906185267e-17,-3.169245323123064e-17,6.5933717425084755e-18,-1.5038553238255958e-17,3.5222104943555306e-17,1.7254787959251302e-17,4.5729321177680417e-17,4.68330663712304e-17,-3.858595772201661e-18,6.874245120672516e-17,8.199615652368229e-17,4.706776062386575e-18,5.4807038041100976e-17,8.251743349228218e-17,2.8665342792893324e-17,-5.1515096110343373e-17,-8.014845173636031e-17,2.8540650637297846e-17,7.60673740801516e-17,-5.3846927012138773e-17,-3.60565265687095e-18,1.6642602912279618e-17,6.137034210551396e-17,3.541492617080502e-17,6.315166274205549e-18,8.432019192802783e-18,8.179290098680572e-17,4.9578116825054797e-17,7.285196469623749e-17,2.1480018689163672e-17,-2.3408767114428894e-17,4.1283729859872e-17,8.115742669082841e-17,1.8991184593997445e-17,4.275074585874532e-17,-5.412842176068114e-17,2.6282750403358644e-18,2.788281872712399e-17,9.288495411605043e-17,-6.194363909260794e-17,3.61922852485156e-17,4.023835614217863e-17,0.5183598860247,0.4937389971877119,0.4917215625909781,2.6672387231817547e-06,1.4352431066070123e-06,6.95022104813198e-07,2.898295881930674e-07,9.619239399161245e-08,2.1571390832496208e-08,2.0666778300140503e-09,-7.656205220136855e-17,-4.9464429061579695e-18,-2.965084032091747e-17,-3.0999976114500323e-17,-8.122999644951618e-18,-5.587865335127535e-17,9.977451745933452e-18,1.0229754912453786e-17,-2.1695631499185846e-17,-6.378844592169804e-18,-1.937844734716039e-17,2.9603632309421906e-17,5.5922421155275715e-18,-2.0854453256299216e-17,3.189843299070857e-17,4.161734187722339e-17,9.047324643837692e-17,7.88989263925981e-17,-5.820233618502065e-17,8.179960872373355e-17,4.863779453592365e-17,5.3709405510886837e-17,-5.645096271657414e-17,5.339291659769067e-17,2.1243983636205266e-17,3.506891569583357e-17,-5.643597845908433e-17,-3.3971566259260656e-17,6.006396897623172e-17
